Effect List,Effect List,Effect,Effect,Effect,Effect,Effect,Effect,Effect,Effect,,,,,
2429,DBUF_CH_Linger_SeedofChaos,2384,,,,,,,,,,,,
2430,PROJ_CH_SeedofChaos,2385,,,,,,,,,,,,
2431,IMPACT_CH_SeedofChaos,2386,,,,,,,,,,,,
2432,IMPACT_CH_SeedofChaosAOE,2387,,,,,,,,,,,,
2433,AOE_CH_SeedofChaos,2388,,,,,,,,,,,,
2434,AOE_CH_Chaotic Rift,2389,,,,,,,,,,,,
2435,DBUF_CH_Speed,2390,,,,,,,,,,,,
2436,AOE_CH_RiftBlast,2391,,,,,,,,,,,,
2437,CH_HEAL_ThrallSteal,2392,,,,,,,,,,,,
2438,AOE_CH_Instability,2393,,,,,,,,,,,,
2439,Buff_HE_Remove_LionMove,2394,,,,,,,,,,,,
2440,Impact_HE_Pounce01,2395,,,,,,,,,,,,
2441,Impact_HE_Unblockable,2396,,,,,,,,,,,,
2442,Impact_HE_Large_Cull,2397,,,,,,,,,,,,
2443,Buff_HE_PrimalFury,2398,,,,,,,,,,,,
2444,AOE_HE_LionClaw01,2399,,,,,,,,,,,,
2445,Cast_HE_RoarEchoing,2400,,,,,,,,,,,,
2446,Impact_HE_RoarEchoing,2401,,,,,,,,,,,,
2447,Impact with HE_Heal_down Thin the herd,2402,2419,,,,,,,,,,,
2448,ATK_CH_IndigoFireofChange,2403,,,,,,,,,,,,
2449,IMPACT_CH_IndigoFire,2404,,,,,,,,,,,,
2450,CONE_CH_WarpingEnergy,2405,,,,,,,,,,,,
2451,AOE_CH_UnstablePower,2406,,,,,,,,,,,,
2452,PROJ_HE_ThrowingAxe,2407,,,,,,,,,,,,
2453,PROP_HE_ThrowingAxe,2408,,,,,,,,,,,,
2454,ATK_CH_FlamesofChange,2409,2410,,,,,,,,,,,
2455,DOT_HE_Waves01,2411,,,,,,,,,,,,
2456,BUFF_CH_FreeCast,2412,,,,,,,,,,,,
2457,BUILD_CH_Magus_fire,2413,,,,,,,,,,,,
2458,IMPACT_CH_Knockback,2414,,,,,,,,,,,,
2459,CAST_CH_MagusStaff,2415,,,,,,,,,,,,
2460,PROJ_CH_BoltofChange,2416,,,,,,,,,,,,
2461,IMPACT_CH_BoltofChange2,2417,,,,,,,,,,,,
2462,BUILD_CH_MagusStaff,2418,,,,,,,,,,,,
2463,Buff_HE_Trained01_Lion,2344,2420,,,,,,,,,,,
2464,Buff_HE_Trained02_Lion,2345,2420,,,,,,,,,,,
2465,Buff_HE_Trained03_Lion,2346,2420,,,,,,,,,,,
2466,Buff_HE_ChargeLion,2422,,,,,,,,,,,,
2467,Buff_HE_ChargeWLion,2423,,,,,,,,,,,,
2468,Impact_HE_ArmorPen,2424,,,,,,,,,,,,
2469,BUILD_CH_InfernalBlast,2425,2762,,,,,,,,,,,
2470,CAST_CH_MagusHand,2426,,,,,,,,,,,,
2471,PROP_Gen_Bucket_01,2427,,,,,,,,,,,,
2472,Impact_HE_SunderChop,2428,,,,,,,,,,,,
2473,PtoP_CH_StrengthenThrall,2429,,,,,,,,,,,,
2474,BUFF_CH_LOOP_Heal,2430,,,,,,,,,,,,
2475,IMPACT_CH_Rats,2431,,,,,,,,,,,,
2476,BUILD_FireBuild_Light,2432,,,,,,,,,,,,
2477,prop_GEN_pipe01,2433,,,,,,,,,,,,
2478,CH_GroundTarget,2434,,,,,,,,,,,,
2479,CH_GroundTarget_NoRange,2435,,,,,,,,,,,,
2480,WPN_EM_BrightStaff_2H_T4_03,2444,,,,,,,,,,,,
2481,MOR_AOE_DE_UniversalConfusion,2445,,,,,,,,,,,,
2482,MOR_AOE_DE_WindWovenShell,2446,,,,,,,,,,,,
2483,MOR_AOE_DE_WordofPain,2447,,,,,,,,,,,,
2484,MOR_AOE_HE_CowerBeasts,2448,,,,,,,,,,,,
2485,MOR_AOE_HE_FlamesofPheonix,2449,,,,,,,,,,,,
2486,MOR_AOE_HE_FunnelEnergy,2450,,,,,,,,,,,,
2487,MOR_ATK_DE_DanceofDoom,2451,,,,,,,,,,,,
2488,MOR_BUFF_DE_DarkBlessings,2452,,,,,,,,,,,,
2489,MOR_BUFF_DE_DarkstarCloak,2453,,,,,,,,,,,,
2490,MOR_BUFF_DE_WindWovenShell,2454,,,,,,,,,,,,
2491,MOR_BUFF_HE_FunnelEnergy,2455,,,,,,,,,,,,
2492,MOR_BUFF_HE_IsharasWard,2456,,,,,,,,,,,,
2493,MOR_BUFF_HE_WindsProtection,2457,,,,,,,,,,,,
2494,MOR_CAST_DE_CripplingTerror,2458,,,,,,,,,,,,
2495,MOR_CAST_DE_DarkBlessings,2459,,,,,,,,,,,,
2496,MOR_CAST_DE_LifesEnd,2460,,,,,,,,,,,,
2497,MOR_CAST_DE_ParalyzingNightmares,2461,,,,,,,,,,,,
2498,MOR_CAST_DE_ReapingScythe,2462,,,,,,,,,,,,
2499,MOR_CAST_DE_WarpBlast,2463,,,,,,,,,,,,
2500,MOR_CAST_HE_BlindingLight,2464,,,,,,,,,,,,
2501,MOR_CAST_HE_WindsProtection,2465,,,,,,,,,,,,
2502,MOR_CONE_DE_WebofShadows,2466,,,,,,,,,,,,
2503,MOR_DEBUF_HE_FunnelEnergy,2467,,,,,,,,,,,,
2504,MOR_DeBUFF_DE_VisionofTorment,2468,2490,,,,,,,,,,,
2505,MOR_IMPACT_DE_BladeSpin,2469,,,,,,,,,,,,
2506,MOR_IMPACT_DE_CripplingTerror,2470,,,,,,,,,,,,
2507,MOR_IMPACT_DE_DanceofDoom,2471,,,,,,,,,,,,
2508,MOR_IMPACT_DE_FlingPoison,2472,,,,,,,,,,,,
2509,MOR_IMPACT_DE_ParalyzingNightmares,2473,,,,,,,,,,,,
2510,MOR_IMPACT_DE_SoulSteal,2474,,,,,,,,,,,,
2511,MOR_IMPACT_DE_VisionofTorment,2475,,,,,,,,,,,,
2512,MOR_IMPACT_DE_WarpBlast,2476,,,,,,,,,,,,
2513,MOR_IMPACT_DE_WebofShadows,2477,,,,,,,,,,,,
2514,MOR_IMPACT_DE_WordofPain,2478,,,,,,,,,,,,
2515,MOR_IMPACT_HE_BlindingLight,2479,,,,,,,,,,,,
2516,MOR_LINE_DE_FlingPoison,2480,,,,,,,,,,,,
2517,MOR_PROJ_DE_CripplingTerror,2481,,,,,,,,,,,,
2518,MOR_PROJ_DE_LifesEnd,2482,,,,,,,,,,,,
2519,MOR_PROJ_DE_ParalyzingNightmares,2483,,,,,,,,,,,,
2520,MOR_PROJ_DE_SoulSteal,2484,,,,,,,,,,,,
2521,MOR_PROJ_DE_WordofPain,2485,,,,,,,,,,,,
2522,MOR_AOE_DE_BladeSpin,2486,,,,,,,,,,,,
2523,MOR_AOE_DE_KhainesWithdrawl,2487,,,,,,,,,,,,
2524,MOR_AOE_DE_OverwhelmingDread,2488,,,,,,,,,,,,
2525,MOR_AOE_DE_SoulSteal,2489,,,,,,,,,,,,
2526,PROP_Gen_Bucket_Splash,2491,,,,,,,,,,,,
2527,Cast_CH_SummonDisk,2492,,,,,,,,,,,,
2528,Cast_DW_Summon_Jetpack,2493,,,,,,,,,,,,
2529,BUFF_HE_Resist,2494,,,,,,,,,,,,
2530,BUFF_EM_Resist,2495,,,,,,,,,,,,
2531,BUFF_DE_Resist,2496,,,,,,,,,,,,
2532,BUFF_CH_Resist,2497,,,,,,,,,,,,
2533,DeBUFF_EM_FIG_Toughness01,2498,,,,,,,,,,,,
2534,BUFF_HE_FIG_Toughness01,2499,,,,,,,,,,,,
2535,DeBUFF_CH_FIG_Toughness01,2500,,,,,,,,,,,,
2536,DeBUFF_DW_Strength01,2501,,,,,,,,,,,,
2537,DeBUFF_EM_Strength01,2502,,,,,,,,,,,,
2538,MOR_AOE_GS_YerNothin,2503,,,,,,,,,,,,
2539,MOR_CONE_GS_ArrerOmork,2504,,,,,,,,,,,,
2540,MOR_AOE_GS_QuiteyerSquabblin,2505,,,,,,,,,,,,
2541,MOR_AOE_GS_DeafeningBellow,2506,,,,,,,,,,,,
2542,MOR_AOE_GS_WalkitOff,2507,,,,,,,,,,,,
2543,MOR_CAST_GS_PuddleofMuck,2508,2509,,,,,,,,,,,
2544,MOR_CONE_GS_PuddleofMuck,2509,,,,,,,,,,,,
2545,MOR_CAST_GS_CantTouchUs,2510,,,,,,,,,,,,
2546,MOR_CAST_GS_SoothinShroom,2511,,,,,,,,,,,,
2547,MOR_BUFF_GS_SoothinShroom,2512,,,,,,,,,,,,
2548,MOR_PROJ_GS_SquigGoo,2513,,,,,,,,,,,,
2549,MOR_DeBUFF_GS_SquigGoo,2514,,,,,,,,,,,,
2550,MOR_AOE_GS_SquigGoo,2515,,,,,,,,,,,,
2551,MOR_BUFF_GS_SquigBeast,2516,,,,,,,,,,,,
2552,MOR_AOE_GS_LotsofShootin,2517,,,,,,,,,,,,
2553,MOR_CAST_GS_LotsofShootin,2518,,,,,,,,,,,,
2554,MOR_AOE_GS_WinduptheWaag,2519,,,,,,,,,,,,
2555,DeBUFF_HE_FIG_Toughness01,2524,,,,,,,,,,,,
2556,DeBUFF_DW_FIG_Toughness01,2525,,,,,,,,,,,,
2557,BUFF_EM_FIG_Toughness01,2526,,,,,,,,,,,,
2558,BUFF_EM_Strength01,2527,,,,,,,,,,,,
2559,WPN_Agony,2528,,,,,,,,,,,,
2560,WPN_Anguish,2529,,,,,,,,,,,,
2561,WPN_Blight,2530,,,,,,,,,,,,
2562,WPN_Boost,2531,,,,,,,,,,,,
2563,WPN_Burn,2532,,,,,,,,,,,,
2564,WPN_Chill,2533,,,,,,,,,,,,
2565,WPN_Concussion,2534,,,,,,,,,,,,
2566,WPN_Decay,2535,,,,,,,,,,,,
2567,WPN_Dissolve,2536,,,,,,,,,,,,
2568,WPN_Hemorrhage,2537,,,,,,,,,,,,
2569,WPN_Impairment,2538,,,,,,,,,,,,
2570,WPN_Judgement,2539,,,,,,,,,,,,
2571,WPN_Shock,2540,,,,,,,,,,,,
2572,WPN_Affliction,2541,,,,,,,,,,,,
2573,BUFF_GS_BalisticUP,2542,,,,,,,,,,,,
2574,BUFF_EM_INT&Will,2544,2543,,,,,,,,,,,
2575,BUFF_CH_INT&Will,2546,2545,,,,,,,,,,,
2576,GEN_CharacterBind,2547,,,,,,,,,,,,
2577,DBUF_DW_Healdown,2548,,,,,,,,,,,,
2578,BUFF_DW_CritHealUP,2549,,,,,,,,,,,,
2579,BUF_EM_RightousFuryUp,2550,,,,,,,,,,,,
2580,BUFF_EM_BWRadiusIncrease,2551,,,,,,,,,,,,
2581,BUFF_HE_AMRangeIncrease,2552,,,,,,,,,,,,
2582,BUFF_GS_SHRangeIncrease,2553,,,,,,,,,,,,
2583,BUFF_CH_CritUpChance,2554,,,,,,,,,,,,
2584,BUFF_CH_CritHealUP,2555,,,,,,,,,,,,
2585,IMPACT_DE_Knockback,2556,,,,,,,,,,,,
2586,BUF_DE_SoulEssenceUp,2557,,,,,,,,,,,,
2587,BUFF_DE_RangeIncrease,2558,,,,,,,,,,,,
2588,DBUF_CH_Healdown,2559,,,,,,,,,,,,
2589,MOR_CAST_GS_GorksezStop,2560,,,,,,,,,,,,
2590,MOR_DeBUFF_GS_GorksezStop,2561,,,,,,,,,,,,
2591,MOR_PROJ_GS_YouwerentUsinDat,2562,,,,,,,,,,,,
2592,MOR_CAST_GS_YouwerentUsinDat,2563,,,,,,,,,,,,
2593,MOR_CAST_GS_BreathofMork,2564,,,,,,,,,,,,
2594,MOR_AOE_GS_BreathofMork,2565,,,,,,,,,,,,
2595,MOR_BUFF_GS_FeelznoPain,2566,,,,,,,,,,,,
2596,MOR_AOE_GS_FeelznoPain,2567,,,,,,,,,,,,
2597,MOR_DeBUFF_GS_StealyerThunder,2568,,,,,,,,,,,,
2598,MOR_CAST_GS_StealyerThunder,2569,,,,,,,,,,,,
2599,MOR_BUFF_GS_StealyerThunder,2570,,,,,,,,,,,,
2600,BUFF_GEN_WoundsUp,2571,,,,,,,,,,,,
2601,DBUF_GEN_LifeTAP,2572,,,,,,,,,,,,
2602,DeBUFF_CH_Defense01,2573,,,,,,,,,,,,
2603,MOR_BUFF_DW_SkinofIron,2574,,,,,,,,,,,,
2604,MOR_CONE_DW_AxeSlam,2575,,,,,,,,,,,,
2605,MOR_BUFF_DW_StrengthinNumbers,2576,,,,,,,,,,,,
2606,MOR_CAST_DW_StrengthinNumbers,2577,,,,,,,,,,,,
2607,MOR_BUFF_DW_EarthenRenewal,2578,,,,,,,,,,,,
2608,MOR_CAST_DW_EarthenRenewal,2579,,,,,,,,,,,,
2609,MOR_ROOT_DW_RockClutch,2580,,,,,,,,,,,,
2610,MOR_CAST_GraspingDarkness,2581,,,,,,,,,,,,
2611,MOR_DBUF_GraspingDarkness,2582,,,,,,,,,,,,
2612,MOR_CAST_RoilingWinds,2583,,,,,,,,,,,,
2613,MOR_AOE_RoilingWinds,2584,,,,,,,,,,,,
2614,MOR_CAST_SoulLeak,2585,,,,,,,,,,,,
2615,MOR_IMPACT_SoulLeak,2586,,,,,,,,,,,,
2616,MOR_BUFF_ConduitofChaosAura,2587,,,,,,,,,,,,
2617,MOR_BUFF_ConduitofChaos,2588,2587,,,,,,,,,,,
2618,MOR_CAST_DaemonicScream,2589,,,,,,,,,,,,
2619,MOR_IMPACT_DaemonicScream,2590,,,,,,,,,,,,
2620,MOR_SMN_WyrmSummon,2591,,,,,,,,,,,,
2621,MOR_BUFF_DW_SupplyDrop,2592,,,,,,,,,,,,
2622,MOR_BUFF_DW_ArmorPlating,2593,,,,,,,,,,,,
2623,MOR_CAST_DW_CannonSmash,2594,,,,,,,,,,,,
2624,MOR_IMPACT_DW_CannonSmash,2595,,,,,,,,,,,,
2625,MOR_PROJ_DW_CannonSmash  (Skaven Doomrocket),3830,,,,,,,,,,,,
2626,MOR_CONE_DW_ScatterShot,2597,,,,,,,,,,,,
2627,MOR_AOE_DW_ArtilleryBarrage,2598,,,,,,,,,,,,
2628,MOR_BUFF_DW_GromrilPlating,2599,,,,,,,,,,,,
2629,MOR_AOE_SMN_WyrmExplode,2600,,,,,,,,,,,,
2630,MOR_SMN_WyrmClaw,2601,,,,,,,,,,,,
2631,MOR_Cast_HE_Joy_Hunt,2602,,,,,,,,,,,,
2632,MOR_Cast_HE_Joy_Hunt_L,2603,,,,,,,,,,,,
2633,MOR_Cast_HE_Rampage,2604,,,,,,,,,,,,
2634,MOR_Cast_HE_Rampage_L,2605,,,,,,,,,,,,
2635,MOR_AOE_HE_Blade,2606,,,,,,,,,,,,
2636,MOR_Impact_HE_Blade,2607,,,,,,,,,,,,
2637,MOR_AOE_HE_Claw,2608,,,,,,,,,,,,
2638,MOR_Impact_HE_Claw,2609,,,,,,,,,,,,
2639,MOR_Heal_HE_Dominance,2610,,,,,,,,,,,,
2640,MOR_Impact_HE_Dominance,2611,,,,,,,,,,,,
2641,MOR_Impact_HE_WhirlingAxe,2612,,,,,,,,,,,,
2642,MOR_CAST_HE_WhirlingAxe,2613,,,,,,,,,,,,
2643,MOR_ROOT_FIG_HE_Bolo,2614,,,,,,,,,,,,
2644,MOR_CAST_HE_Bolo,2615,,,,,,,,,,,,
2645,MOR_PROJ_IMPACT_HE_Bolo,2616,,,,,,,,,,,,
2646,MOR_PROJ_HE_Bolo,2617,,,,,,,,,,,,
2647,EM_special_puppet01,2618,,,,,,,,,,,,
2648,DE_special_box,2619,,,,,,,,,,,,
2649,he_special_mirror,2620,,,,,,,,,,,,
2650,Prop_or_snotling_01,2621,,,,,,,,,,,,
2651,Prop_DW_smokering_01,2622,,,,,,,,,,,,
2652,Prop_CH_Taint_01,2623,,,,,,,,,,,,
2653,Cast_EM_Horn01,2624,,,,,,,,,,,,
2654,Cast_DW_Horn01,2625,,,,,,,,,,,,
2655,Cast_CH_Horn01,2626,,,,,,,,,,,,
2656,Cast_DE_Horn01,2627,,,,,,,,,,,,
2657,Cast_GS_Horn01,2628,,,,,,,,,,,,
2658,Prop_Order_Book_01,2629,,,,,,,,,,,,
2659,Prop_Order_Food_01,2630,,,,,,,,,,,,
2660,Prop_Order_Drink_01,2631,,,,,,,,,,,,
2661,Prop_Destruct_Book_01,2632,,,,,,,,,,,,
2662,Prop_Destruct_Food_01,2633,,,,,,,,,,,,
2663,Prop_Destruct_Drink_01,2634,,,,,,,,,,,,
2664,MOR_CAST_HE_FlamesofPheonix,2635,,,,,,,,,,,,
2665,MOR_AOE_DW_FlingExplosives,2636,,,,,,,,,,,,
2666,MOR_BUFF_DW_RuneofRebirth,2637,,,,,,,,,,,,
2667,MOR_CAST_DW_RuneofInsanity,2638,,,,,,,,,,,,
2668,MOR_CAST_DW_RuneofRebirth,2639,,,,,,,,,,,,
2669,MOR_IMPACT_DW_RuneofInsanity,2640,,,,,,,,,,,,
2670,MOR_AOE_DW_MountainSpirit,2641,,,,,,,,,,,,
2671,MOR_AOE_DW_RuneofEnding,2642,,,,,,,,,,,,
2672,MOR_AOE_DW_RuneofSkewering,2643,,,,,,,,,,,,
2673,MOR_AOE_DW_Valayas,2644,,,,,,,,,,,,
2674,PROP_Dagger,2645,,,,,,,,,,,,
2675,PROP_GS_Choppa,2646,,,,,,,,,,,,
2676,PROP_throwingAxe,2647,,,,,,,,,,,,
2677,ATK_EM_VentLvl1,2648,,,,,,,,,,,,
2678,ATK_EM_VentLvl2,2649,,,,,,,,,,,,
2679,ATK_EM_VentLvl3,2650,,,,,,,,,,,,
2680,DE_IMPACT_vent1,2651,,,,,,,,,,,,
2681,DE_IMPACT_vent2,2652,,,,,,,,,,,,
2682,DE_IMPACT_vent3,2653,,,,,,,,,,,,
2683,MNST_BUFF_BatStreak,2654,,,,,,,,,,,,
2684,MNST_AOE_UrsineRoar,2655,,,,,,,,,,,,
2685,MNST_IMPACT_Bite,2656,,,,,,,,,,,,
2686,MNST_IMPACT_Gore,2657,,,,,,,,,,,,
2687,MNST_Rage_buff,2178,,,,,,,,,,,,
2688,MOR_CONE_CH_TzeenchsScream,2658,,,,,,,,,,,,
2689,RVR keep lord shake Camera,2659,,,,,,,,,,,,
2690,EM_special_puppet02,2660,,,,,,,,,,,,
2691,DE_PROJ_IceBolt,2661,,,,,,,,,,,,
2692,DE_IMPACT_Ice,2662,,,,,,,,,,,,
2693,DE_CAST_IceStaff,2663,,,,,,,,,,,,
2694,DE_FIG_DBUF_FrozenHands,2664,2674,2675,,,,,,,,,,
2695,DE_CAST_HandIce,2665,,,,,,,,,,,,
2696,DE_BUILD_Frost,2666,,,,,,,,,,,,
2697,DE_WPN_Iceproc,2667,,,,,,,,,,,,
2698,DE_BUFF_DemonChill,2668,,,,,,,,,,,,
2699,DE_AOE_DemonChill,2669,,,,,,,,,,,,
2700,DE_AOE_CAST_UmbralStrikes,2670,,,,,,,,,,,,
2701,DE_ROOT_GripofFear,2671,,,,,,,,,,,,
2702,DE_AoE_GripofFear,2672,,,,,,,,,,,,
2703,DE_DBUF_FrozenLimbs,2673,,,,,,,,,,,,
2704,DE_IMPACT_IceLarge,2676,,,,,,,,,,,,
2705,Level Up effect_Old,2677,,,,,,,,,,,,
2706,gen_RenownUP,2678,,,,,,,,,,,,
2707,gen_InfluenceUP,2679,,,,,,,,,,,,
2708,DE_IMPACT_WordofPain,2680,,,,,,,,,,,,
2709,DE_AOE_SurgingpainLightning,2681,,,,,,,,,,,,
2710,DE_BUILD_ElectricHand,2682,,,,,,,,,,,,
2711,DE_CAST_ElecHand,2683,,,,,,,,,,,,
2712,DE_CAST_ElecStaff,2684,,,,,,,,,,,,
2713,DE_AOE_DisasterousCascade,2685,,,,,,,,,,,,
2714,PtoP_DE_DisCascadeBolt,2686,2687,,,,,,,,,,,
2715,DE_IMPACT_Electric,2688,,,,,,,,,,,,
2716,IMPACT_DE_Gloomburst,2689,,,,,,,,,,,,
2717,IMPACT_DE_GloomNi_Proc,2690,,,,,,,,,,,,
2718,IMPACT_DE_ShadowKnives,2691,,,,,,,,,,,,
2719,PROJ_CH_ThrowingAxe,2692,,,,,,,,,,,,
2720,PROP_CH_ThrowingAxe,2693,,,,,,,,,,,,
2721,SPEC_CH_DiskMountEffects,2694,,,,,,,,,,,,
2722,Cast_ch_WPN_Corrupt01,2695,,,,,,,,,,,,
2723,Impact_CH_TaintClaw01,2696,,,,,,,,,,,,
2724,IMPACT_DE_VisionsofTorment,2697,,,,,,,,,,,,
2725,CAST_CH_Corruption,2698,,,,,,,,,,,,
2726,AOE_DE_ShatteredShadows,2699,,,,,,,,,,,,
2727,AOE_DE_Shades02,2700,,,,,,,,,,,,
2728,FIG_DeBUFF_Rot_Red,2701,,,,,,,,,,,,
2729,BUILD_CH_Rot_Red,2702,,,,,,,,,,,,
2730,DBUF_CH_INT&Will,2703,2704,,,,,,,,,,,
2731,Impact_CH_MutWave01,2705,914,,,,,,,,,,,
2732,SPEC_BUFF_Chuffinbrau Ale,2706,,,,,,,,,,,,
2733,SPEC_BUFF_Gaze of the Gods,2707,,,,,,,,,,,,
2734,SPEC_BUFF_Isha'sBalance,2708,,,,,,,,,,,,
2735,SPEC_BUFF_MadCapBeer,2709,,,,,,,,,,,,
2736,SPEC_BUFF_MadCapEyes,2710,2711,,,,,,,,,,,
2737,SPEC_BUFF_PortableCamp,2712,,,,,,,,,,,,
2738,SPEC_BUFF_PurityofFaith,2713,,,,,,,,,,,,
2739,SPEC_WPN_Khaine's Torment,2714,,,,,,,,,,,,
2740,Cast_CH_ClawSwipe01,2715,,,,,,,,,,,,
2741,Cast_CH_ClawSwipe02,2716,,,,,,,,,,,,
2742,WPN_Spirit,2717,,,,,,,,,,,,
2743,BUFF_FADE_ChaoticBlur,2718,,,,,,,,,,,,
2744,Impact_CH_ClawSwipe01,2719,,,,,,,,,,,,
2745,Impact_CH_ClawSwipe02,2720,,,,,,,,,,,,
2746,BUFF_CH_DefAPUp,2721,,,,,,,,,,,,
2747,BUFF_DW_DefAPUp,2722,,,,,,,,,,,,
2748,GEN_OrderTeleport,2723,,,,,,,,,,,,
2749,GEN_DestroTeleport,2724,,,,,,,,,,,,
2750,GEN_IMPACT_IMA_Poof,2725,,,,,,,,,,,,
2751,GEN_BUFF_XPup,2726,,,,,,,,,,,,
2752,DeBUFF_DW_Coporeal,2727,,,,,,,,,,,,
2753,SPEC_PROJ_CustardPie,2728,,,,,,,,,,,,
2754,SPEC_IMPACT_CustardPie,2729,,,,,,,,,,,,
2755,Cast_CH_MUT_Electric,2730,,,,,,,,,,,,
2756,DeBUFF_CH_Parry,2731,,,,,,,,,,,,
2757,IMPACT_CH_Pulverise01,2732,,,,,,,,,,,,
2758,Impact_CH_PulveriseGr01,2733,,,,,,,,,,,,
2759,Debuf_CH_Wave_Terror,2734,,,,,,,,,,,,
2760,Impact_CH_Thunderous01,2735,,,,,,,,,,,,
2761,Impact_CH_ThunderousGr01,2736,,,,,,,,,,,,
2762,ATK_CH_DemonicMaw,2737,,,,,,,,,,,,
2763,IMPACT_CH_BalefulTransmo,2738,,,,,,,,,,,,
2764,AOE_CH_Pandemonium,2739,,,,,,,,,,,,
2765,AOE_CH_DemonicInfestation,2740,,,,,,,,,,,,
2766,IMPACT_CH_DemonicInfestation,2741,,,,,,,,,,,,
2767,BUFF_CH_DemonicResistance,2742,,,,,,,,,,,,
2768,AOE_CH_Warpfire,2743,,,,,,,,,,,,
2769,AOE_DW_ElectromagnetPulse&Magnet,2744,2766,,,,,,,,,,,
2770,AOE_DW_LightningRod,2745,,,,,,,,,,,,
2771,AOE_DW_StaticDischarge,2746,,,,,,,,,,,,
2772,CAST_DW_StrafingRunSmoke,2747,,,,,,,,,,,,
2773,CONE_DW_FrictionBurn,2748,,,,,,,,,,,,
2774,DW_GrenadeProjectile_Electric,2749,,,,,,,,,,,,
2775,DW_GrenadeProjectile_Napalm,2750,,,,,,,,,,,,
2776,IMPACT_DW_NapalmGrenade,2751,,,,,,,,,,,,
2777,IMPACT_DW_ShockGrenade,2752,,,,,,,,,,,,
2778,LINE_DW_StrafingRun,2753,,,,,,,,,,,,
2779,WPN_FlameActivate,2754,,,,,,,,,,,,
2780,WPN_Shock_noLoop,2755,,,,,,,,,,,,
2781,BUFF_CH_DemonicArmor,2756,,,,,,,,,,,,
2782,AOE_CH_SurgeofInsanity,2757,,,,,,,,,,,,
2783,AOE_CH_InstabilityExplo,2758,,,,,,,,,,,,
2784,DeBUFF_CH_WitherSoul,2759,,,,,,,,,,,,
2785,AOE_CH_DissolvingMist,2760,,,,,,,,,,,,
2786,AOE_InfernalGateway,2761,,,,,,,,,,,,
2787,CAST_CH_InfernalBlast,2762,,,,,,,,,,,,
2788,IMPACT_CH_Pandemonium,2763,,,,,,,,,,,,
2789,BUFF_DW_FlakJacket,2764,,,,,,,,,,,,
2790,SMN_DW_Redeployment,2765,,,,,,,,,,,,
2791,PET_IMPACT_GS_GiteEm,2767,,,,,,,,,,,,
2792,Impact_GS_BigPeirce,2768,,,,,,,,,,,,
2793,CAST_GS_Badgas,2769,,,,,,,,,,,,
2794,Impact_GS_ArdNoggin,2770,,,,,,,,,,,,
2795,Impact_GS_Big Bouncin,2771,914,,,,,,,,,,,
2796,CONE_GS_Indigestion,2772,,,,,,,,,,,,
2797,AOE_GS_KaBoom,2773,913,,,,,,,,,,,
2798,ch_elysium_VineCage_hit,2774,,,,,,,,,,,,
2799,AOE_CH_CoruscatingEnergy,2775,,,,,,,,,,,,
2800,SMN_CH_Resummon,2782,,,,,,,,,,,,
2801,PROJ_DW_Grenade_Sticky,2783,,,,,,,,,,,,
2802,PROP_DW_Grenade_Sticky,2784,,,,,,,,,,,,
2803,Magic arrow Projectile   arch,2785,,,,,,,,,,,,
2804,Impact_GS_BigClaw,2786,,,,,,,,,,,,
2805,IMPACT_GS_PoisonArrow01,2787,,,,,,,,,,,,
2806,impact_GS_HeadButt,2788,,,,,,,,,,,,
2807,PROJ_PET_FlameTurretAuto,2789,,,,,,,,,,,,
2808,PET_PROJ_GS_Spines_P,2790,,,,,,,,,,,,
2809,PET_Cast_GS_Spines_P,2791,,,,,,,,,,,,
2810,PET_PROJ_GS_Goop     straight,2792,,,,,,,,,,,,
2811,PET_PROJ_GS_Goop     above head,2793,,,,,,,,,,,,
2812,Impact_GS_SporeCloud,2794,,,,,,,,,,,,
2813,PROP_MorterFiring_No Loop,2795,,,,,,,,,,,,
2814,IMPACT_DW_BuffShatter,2797,,,,,,,,,,,,
2815,IMPACT_CH_BuffShatter,2798,,,,,,,,,,,,
2816,vfx_IMPACT_HE_BuffShatter,2799,,,,,,,,,,,,
2817,vfx_IMPACT_OR_BuffShatter,2800,,,,,,,,,,,,
2818,vfx_IMPACT_DE_BuffShatter,2801,,,,,,,,,,,,
2819,vfx_IMPACT_EM_BuffShatter,2802,,,,,,,,,,,,
2820,AOE_EM_Backdraft,2803,,,,,,,,,,,,
2821,BUFF_GS_HealUP,2808,,,,,,,,,,,,
2822,BUFF_GS_Coporeal,2809,,,,,,,,,,,,
2823,BUFF_GS_Elemental,2810,,,,,,,,,,,,
2824,BUFF_GS_Spirit,2811,,,,,,,,,,,,
2825,LawofConductivity ,2752,548,,,,,,,,,,,
2826,CONE_HE_WindBlast,2812,,,,,,,,,,,,
2827,ATK_GS_YaMissedMe,2813,,,,,,,,,,,,
2828,AOE_GS_WAAGH,2814,,,,,,,,,,,,
2829,AOE_GS_BigSwing,2815,,,,,,,,,,,,
2830,IMPACT_GS_YaMissedMe,2816,,,,,,,,,,,,
2831,ATK_GS_BigSlash,2817,,,,,,,,,,,,
2832,CONE_GS_DaBiggun,2818,,,,,,,,,,,,
2833,ATK_GS_SkullThumpa,2819,,,,,,,,,,,,
2834,IMPACT_GS_SkullThumpa,2820,,,,,,,,,,,,
2835,SPEC_BUILD_CustardPie,2821,,,,,,,,,,,,
