Information,,NIF,Effect,Effect List
1380,de_sword_1H_T4_02,de_sword_1H_T4_02,,
1381,de_chalice_1H_T2_01,de_chalice_1H_T2_01,,
1382,ch_fetish_T2_01,ch_fetish_T2_01,,
1383,ch_fetish_T3_01,ch_fetish_T3_01,,
1384,ch_fetish_T3_02,ch_fetish_T3_02,,
1385,ch_fetish_T4_01,ch_fetish_T4_01,,
1386,ch_fetish_TE_01,ch_fetish_TE_01,,
1387,ch_fetish_TE_02,ch_fetish_TE_02,,
1388,WORLD OBJ de_prop_barrel01,de_prop_barrel01,,
1389,WORLD OBJ qi_he_magicalBarrier01,qi_he_magicalBarrier01,,
1390,WORLD OBJ qi_he_barrel01,qi_he_barrel01,,
1391,WORLD OBJ qi_he_crest01,qi_he_crest01,,
1392,WORLD OBJ qi_he_dragonclaw01,qi_he_dragonclaw01,,
1393,WORLD OBJ qi_he_jar01,qi_he_jar01,,
1394,WORLD OBJ em_tent_wraps_yellow01,em_tent_wraps_yellow01,,
1395,WORLD OBJ em_tent_wraps_blue01,em_tent_wraps_blue01,,
1396,WORLD OBJ em_tent_wraps_red01,em_tent_wraps_red01,,
1397,WORLD OBJ em_tent_wraps_ranalds01,em_tent_wraps_ranalds01,,
1398,WORLD OBJ em_tent_yellow01,em_tent_yellow01,,
1399,WORLD OBJ em_tent_blue01,em_tent_blue01,,
1400,WORLD OBJ em_tent_red01,em_tent_red01,,
1401,WORLD OBJ em_tent_ranalds01,em_tent_ranalds01,,
1402,WORLD OBJ em_tent_table01,em_tent_table01,,
1403,WORLD OBJ em_tent_shelf01,em_tent_shelf01,,
1404,WORLD OBJ em_tent_poles01,em_tent_poles01,,
1405,WORLD OBJ em_tent_frame01,em_tent_frame01,,
1406,WORLD OBJ em_tent_beams01,em_tent_beams01,,
1407,WORLD OBJ he_prop_tea_cup01,he_prop_tea_cup01,,
1408,WORLD OBJ de_tent02,de_tent02,,
1409,WORLD OBJ ch_city_bodypile01,ch_city_bodypile01,,
1410,WORLD OBJ ch_city_bodypile01_burning,ch_city_bodypile01_burning,,
1411,WORLD OBJ qi_sk_bomb01,qi_sk_bomb01,,
1412,WORLD OBJ qi_sk_bomb01_destroyed,qi_sk_bomb01_destroyed,,
1413,WORLD OBJ qi_sk_bomb01_Standalone,qi_sk_bomb01,,
1414,Prop_2h_stocks_01,Prop_2h_stocks_01,,
1415,WORLD OBJ em_basket_sml_01_empty,em_basket_sml_01_empty,,
1416,WORLD OBJ ch_roadwall_spikes_01,ch_roadwall_spikes_01,,
1417,WORLD OBJ ch_roadwall_spikes_02,ch_roadwall_spikes_02,,
1418,WORLD OBJ ch_roadwall_spikes_03,ch_roadwall_spikes_03,,
1419,WORLD OBJ em_farm_wall05,em_farm_wall05,,
1420,WORLD OBJ em_farm_wall06,em_farm_wall06,,
1421,WORLD OBJ em_farm_wall08,em_farm_wall08,,
1422,WORLD OBJ qi_de_heweaponpile01,qi_de_heweaponpile01,,
1423,WORLD OBJ qi_de_heweaponpile02,qi_de_heweaponpile02,,
1424,WORLD OBJ qi_he_magicaldome01,qi_he_magicaldome01,,
1425,WORLD OBJ qi_he_magicaldome02,qi_he_magicaldome02,,
1426,HE_Axe_1H_T1_01,HE_Axe_1H_T1_01,,
1427,HE_Axe_1H_T1_02,HE_Axe_1H_T1_02,,
1428,HE_Axe_1H_T2_01,HE_Axe_1H_T2_01,,
1429,HE_Axe_1H_T2_02,HE_Axe_1H_T2_02,,
1430,HE_Axe_1H_T3_01,HE_Axe_1H_T3_01,,
1431,HE_Axe_1H_T3_02,HE_Axe_1H_T3_02,,
1432,HE_Axe_1H_T3_03,HE_Axe_1H_T3_03,,
1433,HE_Axe_1H_T4_01,HE_Axe_1H_T4_01,,
1434,HE_Axe_1H_T4_02,HE_Axe_1H_T4_02,,
1435,HE_Axe_1H_TE_01,HE_Axe_1H_TE_01,,
1436,HE_Axe_1H_TE_02,HE_Axe_1H_TE_02,,
1437,HE_Axe_2H_T1_01,HE_Axe_2H_T1_01,,
1438,HE_Axe_2H_T1_02,HE_Axe_2H_T1_02,,
1439,HE_Axe_2H_T2_01,HE_Axe_2H_T2_01,,
1440,HE_Axe_2H_T2_02,HE_Axe_2H_T2_02,,
1441,HE_Axe_2H_T3_01,HE_Axe_2H_T3_01,,
1442,HE_Axe_2H_T3_02,HE_Axe_2H_T3_02,,
1443,HE_Axe_2H_T3_03,HE_Axe_2H_T3_03,,
1444,HE_Axe_2H_T4_01,HE_Axe_2H_T4_01,,
1445,HE_Axe_2H_T4_02,HE_Axe_2H_T4_02,,
1446,HE_Axe_2H_TE_01,HE_Axe_2H_TE_01,,
1447,HE_Axe_2H_TE_02,HE_Axe_2H_TE_02,,
1448,WORLD OBJ qi_he_woodsongRansom,qi_he_woodsongRansom,,
1449,WORLD OBJ qi_he_deadGuard01,qi_he_deadGuard01,,
1450,WORLD OBJ qi_he_de_skeleton01,qi_he_de_skeleton01,,
1451,WORLD OBJ qi_he_de_skeleton02,qi_he_de_skeleton02,,
1452,WORLD OBJ qi_he_de_skeleton03,qi_he_de_skeleton03,,
1453,,,,
1454,DE_Glaive_2H_T1_01,DE_Glaive_2H_T1_01,,
1455,DE_Glaive_2H_T1_02,DE_Glaive_2H_T1_02,,
1456,DE_Glaive_2H_T2_01,DE_Glaive_2H_T2_01,,
1457,DE_Glaive_2H_T2_02,DE_Glaive_2H_T2_02,,
1458,DE_Glaive_2H_T3_01,DE_Glaive_2H_T3_01,,
1459,DE_Glaive_2H_T3_02,DE_Glaive_2H_T3_02,,
1460,DE_Glaive_2H_T3_03,DE_Glaive_2H_T3_03,,
1461,DE_Glaive_2H_T4_01,DE_Glaive_2H_T4_01,,
1462,DE_Glaive_2H_T4_02,DE_Glaive_2H_T4_02,,
1463,DE_Glaive_2H_TE_01,DE_Glaive_2H_TE_01,,
1464,DE_Glaive_2H_TE_02,DE_Glaive_2H_TE_02,,
1465,DE_Staff_2H_T1_01,DE_Staff_2H_T1_01,,
1466,DE_Staff_2H_T1_02,DE_Staff_2H_T1_02,,
1467,DE_Staff_2H_T2_01,DE_Staff_2H_T2_01,,
1468,DE_Staff_2H_T2_02,DE_Staff_2H_T2_02,,
1469,DE_Staff_2H_T3_01,DE_Staff_2H_T3_01,,
1470,DE_Staff_2H_T3_02,DE_Staff_2H_T3_02,,
1471,DE_Staff_2H_T3_03,DE_Staff_2H_T3_03,,
1472,DE_Staff_2H_T4_01,DE_Staff_2H_T4_01,,
1473,DE_Staff_2H_T4_02,DE_Staff_2H_T4_02,,
1474,DE_Staff_2H_TE_01,DE_Staff_2H_TE_01,,
1475,DE_Staff_2H_TE_02,DE_Staff_2H_TE_02,,
1476,EM_Sword_1H_T1_03,EM_Sword_1H_T1_03,,
1477,EM_Sword_1H_T2_01,EM_Sword_1H_T2_01,,
1478,EM_Sword_1H_T2_02,EM_Sword_1H_T2_02,,
1479,EM_Sword_1H_T2_03,EM_Sword_1H_T2_03,,
1480,EM_Sword_2H_T1_03,EM_Sword_2H_T1_03,,
1481,EM_Sword_2H_T2_01,EM_Sword_2H_T2_01,,
1482,EM_Sword_2H_T2_02,EM_Sword_2H_T2_02,,
1483,EM_Sword_2H_T2_03,EM_Sword_2H_T2_03,,
1484,WORLD OBJ qi_de_statueofkhaine,qi_de_statueofkhaine,,
1485,WORLD OBJ qi_he_roadside_brazier01,qi_he_roadside_brazier01,,
1486,WORLD OBJ qi_he_roadside_brazier02,qi_he_roadside_brazier02,,
1487,WORLD OBJ qi_he_fountainwind_pylon01,qi_he_fountainwind_pylon01,,
1488,WORLD OBJ qi_he_fountainwind_pylon02,qi_he_fountainwind_pylon02,,
1489,WORLD OBJ qi_he_fountainwind_pylon03,qi_he_fountainwind_pylon03,,
1490,WORLD OBJ qi_he_fountainwind_pylon04,qi_he_fountainwind_pylon04,,
1491,WORLD OBJ qi_he_fountainwind_pylon05,qi_he_fountainwind_pylon05,,
1492,WORLD OBJ qi_he_fountainwind_pylon06,qi_he_fountainwind_pylon06,,
1493,WORLD OBJ qi_he_fountainwind_pylon07,qi_he_fountainwind_pylon07,,
1494,WORLD OBJ qi_he_fountainwind_pylon08,qi_he_fountainwind_pylon08,,
1495,WORLD OBJ qi_DE_page01,qi_DE_page01,,
1496,WORLD OBJ de_prisoner_cage01_damaged,de_prisoner_cage01_damaged,,
1497,WORLD OBJ qi_he_scepter01,qi_he_scepter01,,
1498,WORLD OBJ qi_ch_hourGlass01_start,qi_ch_hourGlass01_start,,
1499,WORLD OBJ qi_ch_hourGlass01_end,qi_ch_hourGlass01_end,,
1500,CH_Dagger_1H_T1_01,CH_Dagger_1H_T1_01,,
1501,CH_Staff_2H_T1_01,CH_Staff_2H_T1_01,,
1502,CH_Staff_2H_T1_02,CH_Staff_2H_T1_02,,
1503,CH_Staff_2H_T1_03,CH_Staff_2H_T1_03,,
1504,CH_Staff_2H_T2_01,CH_Staff_2H_T2_01,,
1505,CH_Staff_2H_T2_02,CH_Staff_2H_T2_02,,
1506,CH_Staff_2H_T2_03,CH_Staff_2H_T2_03,,
1507,CH_Staff_2H_T2_04,CH_Staff_2H_T2_04,,
1508,CH_Staff_2H_T3_01,CH_Staff_2H_T3_01,,
1509,CH_Staff_2H_T3_02,CH_Staff_2H_T3_02,,
1510,CH_Staff_2H_T3_03,CH_Staff_2H_T3_03,,
1511,CH_Staff_2H_T3_04,CH_Staff_2H_T3_04,,
1512,CH_Sword_1H_T2_03,CH_Sword_1H_T2_03,,
1513,CH_Sword_1H_T3_01,CH_Sword_1H_T3_01,,
1514,CH_Sword_1H_T3_02,CH_Sword_1H_T3_02,,
1515,CH_Sword_1H_T3_03,CH_Sword_1H_T3_03,,
1516,CH_Sword_1H_T4_01,CH_Sword_1H_T4_01,,
1517,CH_Sword_1H_T4_02,CH_Sword_1H_T4_02,,
1518,CH_Sword_1H_T4_03,CH_Sword_1H_T4_03,,
1519,CH_Sword_2H_T2_03,CH_Sword_2H_T2_03,,
1520,CH_Sword_2H_T3_01,CH_Sword_2H_T3_01,,
1521,CH_Sword_2H_T3_02,CH_Sword_2H_T3_02,,
1522,CH_Sword_2H_T3_03,CH_Sword_2H_T3_03,,
1523,CH_Sword_2H_T4_01,CH_Sword_2H_T4_01,,
1524,CH_Sword_2H_T4_02,CH_Sword_2H_T4_02,,
1525,CH_Sword_2H_T4_03,CH_Sword_2H_T4_03,,
1526,CH_Sword_1H_T1_02,CH_Sword_1H_T1_02,,
1527,CH_Sword_2H_T1_02,CH_Sword_2H_T1_02,,
1528,,,,
1529,,,,
1530,EM_BrightStaff_2H_T2_01,EM_BrightStaff_2H_T2_01,,2480
1531,EM_BrightStaff_2H_T2_02,EM_BrightStaff_2H_T2_02,,2480
1532,EM_BrightStaff_2H_T2_03,EM_BrightStaff_2H_T2_03,,2480
1533,EM_BrightStaff_2H_T2_04,EM_BrightStaff_2H_T2_04,,2480
1534,EM_BrightStaff_2H_T3_01,EM_BrightStaff_2H_T3_01,,2480
1535,EM_BrightStaff_2H_T3_02,EM_BrightStaff_2H_T3_02,,2480
1536,EM_BrightStaff_2H_T3_03,EM_BrightStaff_2H_T3_03,,2480
1537,EM_BrightStaff_2H_T3_04,EM_BrightStaff_2H_T3_04,,2480
1538,EM_BrightStaff_2H_T4_01,EM_BrightStaff_2H_T4_01,,2480
1539,EM_BrightStaff_2H_T4_02,EM_BrightStaff_2H_T4_02,,2480
1540,EM_BrightStaff_2H_T4_03,EM_BrightStaff_2H_T4_03,,2480
1541,EM_BrightStaff_2H_T4_04,EM_BrightStaff_2H_T4_04,,2480
1542,EM_Shield_T1_01,EM_Shield_T1_01,,
1543,EM_Shield_T3_01,EM_Shield_T3_01,,
1544,Em_Shield_TE_01,Em_Shield_TE_01,,
1545,Em_Shield_TE_02,Em_Shield_TE_02,,
1546,EM_sword_1H_T1_01,EM_sword_1H_T1_01,,
1547,EM_sword_1H_T3_01,EM_sword_1H_T3_01,,
1548,EM_sword_1H_T3_02,EM_sword_1H_T3_02,,
1549,EM_sword_1H_T3_03,EM_sword_1H_T3_03,,
1550,EM_sword_1H_T4_01,EM_sword_1H_T4_01,,
1551,EM_sword_1H_T4_02,EM_sword_1H_T4_02,,
1552,EM_sword_1H_T4_03,EM_sword_1H_T4_03,,
1553,EM_sword_1H_TE_01,EM_sword_1H_TE_01,,
1554,EM_sword_1H_TE_02,EM_sword_1H_TE_02,,
1555,EM_sword_2H_T1_01,EM_sword_2H_T1_01,,
1556,EM_sword_2H_T3_01,EM_sword_2H_T3_01,,
1557,EM_sword_2H_T3_02,EM_sword_2H_T3_02,,
1558,EM_sword_2H_T3_03,EM_sword_2H_T3_03,,
1559,EM_sword_2H_T4_01,EM_sword_2H_T4_01,,
1560,EM_sword_2H_T4_02,EM_sword_2H_T4_02,,
1561,EM_sword_2H_T4_03,EM_sword_2H_T4_03,,
1562,EM_sword_2H_TE_01,EM_sword_2H_TE_01,,
1563,EM_sword_2H_TE_02,EM_sword_2H_TE_02,,
1564,EM_trumpet_02,EM_trumpet_02,,
1565,WORLD OBJ he_tent03,he_tent03,,
1566,WORLD OBJ ch_prop_bench,ch_prop_bench,,
1567,WORLD OBJ ch_prop_bench_breaking,ch_prop_bench_breaking,,
1568,WORLD OBJ ch_prop_chest,ch_prop_chest,,
1569,WORLD OBJ ch_prop_chest_opening,ch_prop_chest_opening,,
1570,WORLD OBJ ch_prop_crate01,ch_prop_crate01,,
1571,WORLD OBJ ch_prop_crate01_opening,ch_prop_crate01_opening,,
1572,WORLD OBJ qi_em_praag_rubblePile01,qi_em_praag_rubblePile01,,
1573,WORLD OBJ qi_em_praag_rubblePile01_destroyed,qi_em_praag_rubblePile01_destroyed,,
1574,WORLD OBJ em_firecolumn_low,em_firecolumn_low,,
1575,WORLD OBJ em_firecolumn_rising,em_firecolumn_rising,,
1576,WORLD OBJ em_firecolumn_falling,em_firecolumn_falling,,
1577,WORLD OBJ qi_he_robes01,qi_he_robes01,,
1578,WORLD OBJ qi_he_rotBloomRoot01,qi_he_rotBloomRoot01,,
1579,WORLD OBJ qi_he_rotBloomRoot02,qi_he_rotBloomRoot02,,
1580,WORLD OBJ qi_he_dragon_horn,qi_he_dragon_horn,,
1581,WORLD OBJ qi_he_DEseveredHead01,qi_he_DEseveredHead01,,
1582,CH_Dagger_1H_T1_02,CH_Dagger_1H_T1_02,,
1583,CH_Dagger_1H_T1_03,CH_Dagger_1H_T1_03,,
1584,CH_Dagger_1H_T2_01,CH_Dagger_1H_T2_01,,
1585,CH_Dagger_1H_T2_02,CH_Dagger_1H_T2_02,,
1586,CH_Dagger_1H_T2_03,CH_Dagger_1H_T2_03,,
1587,CH_Dagger_1H_T3_01,CH_Dagger_1H_T3_01,,
1588,CH_Dagger_1H_T3_02,CH_Dagger_1H_T3_02,,
1589,CH_Dagger_1H_T3_03,CH_Dagger_1H_T3_03,,
1590,CH_Dagger_1H_T4_01,CH_Dagger_1H_T4_01,,
1591,CH_Dagger_1H_T4_02,CH_Dagger_1H_T4_02,,
1592,CH_Dagger_1H_T4_03,CH_Dagger_1H_T4_03,,
1593,CH_Dagger_1H_TE_01,CH_Dagger_1H_TE_01,,
1594,CH_Dagger_1H_TE_02,CH_Dagger_1H_TE_02,,
1595,DE_Dagger_1H_T1_02,DE_Dagger_1H_T1_02,,
1596,DE_Dagger_1H_T2_01,DE_Dagger_1H_T2_01,,
1597,DE_dagger_1H_T2_02,DE_dagger_1H_T2_02,,
1598,DE_dagger_1H_T3_01,DE_dagger_1H_T3_01,,
1599,DE_Dagger_1H_T3_02,DE_Dagger_1H_T3_02,,
1600,DE_dagger_1H_T3_03,DE_dagger_1H_T3_03,,
1601,DE_dagger_1H_T4_01,DE_dagger_1H_T4_01,,
1602,DE_Dagger_1H_T4_02,DE_Dagger_1H_T4_02,,
1603,HE_Longbow_2H_T1_02,HE_Longbow_2H_T1_02,,
1604,HE_Longbow_2H_T2_01,HE_Longbow_2H_T2_01,,
1605,HE_Longbow_2H_T2_02,HE_Longbow_2H_T2_02,,
1606,HE_Longbow_2H_T3_01,HE_Longbow_2H_T3_01,,
1607,HE_Longbow_2H_T3_02,HE_Longbow_2H_T3_02,,
1608,HE_Longbow_2H_T3_03,HE_Longbow_2H_T3_03,,
1609,HE_Longbow_2H_T4_01,HE_Longbow_2H_T4_01,,
1610,HE_Longbow_2H_T4_02,HE_Longbow_2H_T4_02,,
1611,HE_Longbow_2H_TE_01,HE_Longbow_2H_TE_01,,
1612,HE_Longbow_2H_TE_02,HE_Longbow_2H_TE_02,,
1613,HE_Shield_T1_01,HE_Shield_T1_01,,
1614,HE_Shield_T1_02,HE_Shield_T1_02,,
1615,HE_Shield_T2_01,HE_Shield_T2_01,,
1616,HE_Shield_T2_02,HE_Shield_T2_02,,
1617,HE_Shield_T3_01,HE_Shield_T3_01,,
1618,HE_Shield_T3_02,HE_Shield_T3_02,,
1619,HE_Shield_T4_01,HE_Shield_T4_01,,
1620,HE_Shield_TE_01,HE_Shield_TE_01,,
1621,HE_Shield_TE_02,HE_Shield_TE_02,,
1622,HE_Staff_2H_T1_02,HE_Staff_2H_T1_02,,
1623,HE_Staff_2H_T2_01,HE_Staff_2H_T2_01,,
1624,HE_Staff_2H_T3_01,HE_Staff_2H_T3_01,,
1625,HE_Staff_2H_T3_02,HE_Staff_2H_T3_02,,
1626,HE_Staff_2H_T3_03,HE_Staff_2H_T3_03,,
1627,HE_Staff_2H_T4_01,HE_Staff_2H_T4_01,,
1628,HE_Staff_2H_T4_02,HE_Staff_2H_T4_02,,
1629,HE_Staff_2H_TE_01,HE_Staff_2H_TE_01,,
1630,HE_Sword_1H_T1_01,HE_Sword_1H_T1_01,,
1631,HE_Sword_1H_T1_02,HE_Sword_1H_T1_02,,
1632,HE_Sword_1H_T2_01,HE_Sword_1H_T2_01,,
1633,HE_Sword_1H_T2_02,HE_Sword_1H_T2_02,,
1634,HE_Sword_1H_T3_01,HE_Sword_1H_T3_01,,
1635,HE_Sword_1H_T3_02,HE_Sword_1H_T3_02,,
1636,HE_Sword_1H_T3_03,HE_Sword_1H_T3_03,,
1637,HE_Sword_1H_T4_01,HE_Sword_1H_T4_01,,
1638,HE_Sword_1H_T4_02,HE_Sword_1H_T4_02,,
1639,HE_Sword_1H_TE_01,HE_Sword_1H_TE_01,,
1640,HE_Sword_1H_TE_02,HE_Sword_1H_TE_02,,
1641,HE_Sword_2H_T1_01,HE_Sword_2H_T1_01,,
1642,HE_Sword_2H_T1_02,HE_Sword_2H_T1_02,,
1643,HE_Sword_2H_T2_01,HE_Sword_2H_T2_01,,
1644,HE_Sword_2H_T2_02,HE_Sword_2H_T2_02,,
1645,HE_Sword_2H_T3_01,HE_Sword_2H_T3_01,,
1646,HE_Sword_2H_T3_02,HE_Sword_2H_T3_02,,
1647,HE_Sword_2H_T3_03,HE_Sword_2H_T3_03,,
1648,HE_Sword_2H_T4_01,HE_Sword_2H_T4_01,,
1649,HE_Sword_2H_T4_02,HE_Sword_2H_T4_02,,
1650,HE_Sword_2H_TE_02,HE_Sword_2H_TE_02,,
1651,WORLD OBJ qi_he_fountainwind_pylon01_destroyed,qi_he_fountainwind_pylon01_destroyed,,
1652,WORLD OBJ qi_he_fountainwind_pylon02_destroyed,qi_he_fountainwind_pylon02_destroyed,,
1653,WORLD OBJ qi_he_fountainwind_pylon03_destroyed,qi_he_fountainwind_pylon03_destroyed,,
1654,WORLD OBJ qi_he_fountainwind_pylon04_destroyed,qi_he_fountainwind_pylon04_destroyed,,
1655,WORLD OBJ qi_he_fountainwind_pylon05_destroyed,qi_he_fountainwind_pylon05_destroyed,,
1656,WORLD OBJ qi_he_fountainwind_pylon06_destroyed,qi_he_fountainwind_pylon06_destroyed,,
1657,WORLD OBJ qi_he_fountainwind_pylon07_destroyed,qi_he_fountainwind_pylon07_destroyed,,
1658,WORLD OBJ qi_he_fountainwind_pylon08_destroyed,qi_he_fountainwind_pylon08_destroyed,,
1659,WORLD OBJ qi_ge_eagle_egg01,qi_ge_eagle_egg01,,
1660,WORLD OBJ qi_ge_eagle_egg02,qi_ge_eagle_egg02,,
1661,WORLD OBJ Qi_Barrel_em,Qi_Barrel_em,,
1662,WORLD OBJ em_crypt_prop_skeleton01,em_crypt_prop_skeleton01,,
1663,DE_Shield_T1_01,DE_Shield_T1_01,,
1664,DE_Shield_T1_02,DE_Shield_T1_02,,
1665,DE_Shield_T2_01,DE_Shield_T2_01,,
1666,DE_Shield_T2_02,DE_Shield_T2_02,,
1667,DE_Shield_T3_01,DE_Shield_T3_01,,
1668,DE_Shield_T3_02,DE_Shield_T3_02,,
1669,DE_Shield_T4_01,DE_Shield_T4_01,,
1670,DE_Shield_TE_01,DE_Shield_TE_01,,
1671,DE_Shield_TE_02,DE_Shield_TE_02,,
1672,,,,
1673,EM_Rapier_1H_T1_01,EM_Rapier_1H_T1_01,,
1674,EM_Rapier_1H_T1_02,EM_Rapier_1H_T1_02,,
1675,EM_Rapier_1H_T4_01,EM_Rapier_1H_T4_01,,
1676,EM_Rapier_1H_T4_02,EM_Rapier_1H_T4_02,,
1677,DE_Staff_2H_T1_03,DE_Staff_2H_T1_03,,
1678,DE_Staff_2H_T2_03,DE_Staff_2H_T2_03,,
1679,DE_Staff_2H_T2_04,DE_Staff_2H_T2_04,,
1680,DE_Staff_2H_T3_04,DE_Staff_2H_T3_04,,
1681,DE_Staff_2H_T4_03,DE_Staff_2H_T4_03,,
1682,DE_Staff_2H_T4_04,DE_Staff_2H_T4_04,,
1683,WORLD OBJ ge_spider_nest,ge_spider_nest,,
1684,,,,
1685,DW_Staff_2H_T1_02,DW_STaff_2H_T1_02,,
1686,DW_Staff_2H_T2_01,DW_Staff_2H_T2_01,,
1687,DW_Staff_2H_T3_01,DW_Staff_2H_T3_01,,
1688,DW_Staff_2H_T4_01,DW_Staff_2H_T4_01,,
1689,,,,
1690,NPC_BBullAxe_1H_01,NPC_BBullAxe_1H_01,,
1691,NPC_KBAxe_1H_01,NPC_KBAxe_1H_01,,
1692,NPC_SlaSword_2H_01,NPC_SlaSword_2H_01,,
1693,prop_2h_de_barrel_01,prop_2h_de_barrel_01,,
1694,WORLD OBJ qi_he_grimstarspear,qi_he_grimstarspear,,
1695,WORLD OBJ qi_ctf_pvp_wallbanner_white,qi_ctf_pvp_wallbanner_white,,
1696,WORLD OBJ em_magicbrazier_normal,em_magicbrazier_normal,,
1697,WORLD OBJ em_magicbrazier_shielded,em_magicbrazier_shielded,,
1698,WORLD OBJ em_magicbrazier_breaking,em_magicbrazier_breaking,,
1699,WORLD OBJ qi_de_banner_standing02,qi_de_banner_standing02,,
1700,WORLD OBJ qi_de_banner_standing03,qi_de_banner_standing03,,
1701,WORLD OBJ qi_de_banner_standing04,qi_de_banner_standing04,,
1702,WORLD OBJ qi_he_banner_standing02,qi_he_banner_standing02,,
1703,WORLD OBJ qi_he_banner_standing03,qi_he_banner_standing03,,
1704,WORLD OBJ qi_he_banner_standing04,qi_he_banner_standing04,,
1705,WORLD OBJ qi_he_banner_standing05,qi_he_banner_standing05,,
1706,WORLD OBJ vfx_PVP_DestroLoop,vfx_PVP_DestroLoop,,
1707,WORLD OBJ vfx_PVP_DestroNeutTran,vfx_PVP_DestroNeutTran,,
1708,WORLD OBJ vfx_PVP_NeutDestroTran,vfx_PVP_NeutDestroTran,,
1709,WORLD OBJ vfx_PVP_NeutOrderTran,vfx_PVP_NeutOrderTran,,
1710,WORLD OBJ vfx_PVP_NeutralLoop,vfx_PVP_NeutralLoop,,
1711,WORLD OBJ vfx_PVP_OrderLoop,vfx_PVP_OrderLoop,,
1712,WORLD OBJ vfx_PVP_OrderNeutTran,vfx_PVP_OrderNeutTran,,
1713,WORLD OBJ de_dead_f_01,de_dead_f_01,,
1714,WORLD OBJ de_dead_f_02,de_dead_f_02,,
1715,WORLD OBJ de_dead_f_03,de_dead_f_03,,
1716,WORLD OBJ qi_he_crystals01_yellow,qi_he_crystals01_yellow,,
1717,WORLD OBJ qi_he_crystals01_orange,qi_he_crystals01_orange,,
1718,WORLD OBJ qi_he_crystals01_purple,qi_he_crystals01_purple,,
1719,WORLD OBJ em_firewall_burning,em_firewall_burning,,
1720,WORLD OBJ em_firewall_extinguishing,em_firewall_extinguishing,,
1721,WORLD OBJ em_city_mailbox,em_city_mailbox,,
1722,WORLD OBJ ch_prop_food_horn01,ch_prop_food_horn01,,
1723,GS_Axe_1H_TE_01,GS_Axe_1H_TE_01,,
1724,GS_Axe_1H_TE_02,GS_Axe_1H_TE_02,,
1725,WORLD OBJ em_palacewindow,em_palacewindow,,
1726,WORLD OBJ ge_scenario_ch_banner01,ge_scenario_ch_banner01,,
1727,WORLD OBJ ge_scenario_de_banner01,ge_scenario_de_banner01,,
1728,WORLD OBJ ge_scenario_dw_banner01,ge_scenario_dw_banner01,,
1729,WORLD OBJ ge_scenario_em_banner01,ge_scenario_em_banner01,,
1730,WORLD OBJ ge_scenario_he_banner01,ge_scenario_he_banner01,,
1731,WORLD OBJ ge_scenario_or_banner01,ge_scenario_or_banner01,,
1732,WORLD OBJ em_palacewindow_breaking,em_palacewindow_breaking,,
1733,WORLD OBJ qi_he_golden_staff01_destroyed,qi_he_golden_staff01_destroyed,,
1734,WORLD OBJ qi_he_orb01_white,qi_he_orb01_white,,
1735,WORLD OBJ qi_he_orb01_magenta,qi_he_orb01_magenta,,
1736,WORLD OBJ qi_he_orb01_blue,qi_he_orb01_blue,,
1737,WORLD OBJ qi_he_orb01_cyan,qi_he_orb01_cyan,,
1738,WORLD OBJ qi_he_orb01_green,qi_he_orb01_green,,
1739,WORLD OBJ qi_he_orb01_red,qi_he_orb01_red,,
1740,WORLD OBJ qi_he_orb01_orange,qi_he_orb01_orange,,
1741,WORLD OBJ ch_prop_frozencorpse02,ch_prop_frozencorpse02,,
1742,WORLD OBJ qi_ctf_pvp_longbanner_blue,qi_ctf_pvp_longbanner_blue,,
1743,WORLD OBJ qi_ctf_pvp_longbanner_red,qi_ctf_pvp_longbanner_red,,
1744,WORLD OBJ qi_de_banner_Khaine,qi_de_banner_Khaine,,
1745,WORLD OBJ qi_he_banner_Isha,qi_he_banner_Isha,,
1746,WORLD OBJ qi_charred_wood,qi_charred_wood,,
1747,WORLD OBJ qi_harpie_dirt,qi_harpie_dirt,,
1748,WORLD OBJ qi_he_magic_crystal,qi_he_magic_crystal,,
1749,WORLD OBJ ch_city_effigy01,ch_city_effigy01,,
1750,WORLD OBJ ch_city_effigy02,ch_city_effigy02,,
1751,WORLD OBJ ch_city_effigy03,ch_city_effigy03,,
1752,WORLD OBJ qi_dw_mining_equip_02_destroyed,qi_dw_mining_equip_02_destroyed,,
1753,WORLD OBJ vfx_SMOK_houseSmoke02,vfx_SMOK_houseSmoke02,,
1754,WORLD OBJ qi_gate_lever01_off,qi_gate_lever01_off,,
1755,NPC_GhalMaraz_1H_01,NPC_GhalMaraz_1H_01,,
1756,prop_2h_he_barrel_01,prop_2h_he_barrel_01,,
1757,prop_em_fishing_pole,prop_em_fishing_pole,,
1758,NPC_DW_Mug_01,NPC_DW_Mug_01,,
1759,WORLD OBJ qi_go_lobber_rockpile02,qi_go_lobber_rockpile02,,
1760,WORLD OBJ qi_go_lobber_rockpile03,qi_go_lobber_rockpile03,,
1761,WORLD OBJ qi_go_lobber_rockpile04,qi_go_lobber_rockpile04,,
1762,WORLD OBJ vfx_ge_statuebreak01,vfx_ge_statuebreak01,,
1763,WORLD OBJ em_statue_bw_f,em_statue_bw_f,,
1764,WORLD OBJ em_statue_bw_m,em_statue_bw_m,,
1765,WORLD OBJ em_statuebroken_bw_f,em_statuebroken_bw_f,,
1766,WORLD OBJ em_statuebroken_bw_m,em_statuebroken_bw_m,,
1767,WORLD OBJ em_statue_kn_f,em_statue_kn_f,,
