i,icon,type,slot
18659,1100,STAFF,RGHT
18660,1077,BOW,RANGE
18661,2517,HEVARMOR,SHOU
18662,2503,MEDARMOR,SHOU
18663,2531,MROBE,SHOU
18664,2489,LIGARMOR,SHOU
18665,2517,HEVARMOR,SHOU
18666,2503,MEDARMOR,SHOU
18667,2531,ROBE,SHOU
18668,2489,LIGARMOR,SHOU
18669,2519,HEVARMOR,GLOV
18670,2505,MEDARMOR,GLOV
18671,2533,MROBE,GLOV
18672,2491,LIGARMOR,GLOV
18673,2519,HEVARMOR,GLOV
18674,2505,MEDARMOR,GLOV
18675,2533,ROBE,GLOV
18676,2491,LIGARMOR,GLOV
18677,2519,HEVARMOR,GLOV
18678,2505,MEDARMOR,GLOV
18679,2533,MROBE,GLOV
18680,2491,LIGARMOR,GLOV
18681,2519,HEVARMOR,GLOV
18682,2505,MEDARMOR,GLOV
18683,2533,ROBE,GLOV
18684,2491,LIGARMOR,GLOV
18685,1951,NONE,BACK
18686,1951,NONE,BACK
18687,1951,NONE,BACK
18688,1951,NONE,BACK
18689,1951,NONE,BACK
18690,1951,NONE,BACK
18691,1951,NONE,BACK
18692,1951,NONE,BACK
18693,,,
18694,,,
18695,,,
18696,,,
18697,,,
18698,,,
18699,,,
18700,,,
18701,,,
18702,,,
18703,,,
18704,,,
18705,,,
18706,,,
18707,,,
18708,,,
18709,,,
18710,,,
18711,,,
18712,,,
18713,,,
18714,,,
18715,,,
18716,,,
18717,,,
18718,,,
18719,,,
18720,,,
18721,,,
18722,,,
18723,,,
18724,,,
18725,,,
18726,,,
18727,,,
18728,,,
18729,,,
18730,,,
18731,,,
18732,,,
18733,,,
18734,,,
18735,,,
18736,,,
18737,,,
18738,,,
18739,,,
18740,,,
18741,,,
18742,,,
18743,,,
18744,,,
18745,,,
18746,,,
18747,,,
18748,,,
18749,,,
18750,,,
18751,,,
18752,,,
18753,,,
18754,,,
18755,,,
18756,,,
18757,,,
18758,,,
18759,,,
18760,,,
18761,,,
18762,,,
18763,,,
18764,,,
18765,,,
18766,,,
18767,,,
18768,,,
18769,,,
18770,,,
18771,,,
18772,,,
18773,,,
18774,,,
18775,,,
18776,,,
18777,,,
18778,,,
18779,,,
18780,,,
18781,,,
18782,,,
18783,,,
18784,,,
18785,,,
18786,,,
18787,,,
18788,,,
18789,,,
18790,,,
18791,,,
18792,,,
18793,,,
18794,,,
18795,,,
18796,,,
18797,,,
18798,,,
18799,,,
18800,,,
18801,1162,AXE,RGHT
18802,1224,HAMMER,RGHT
18803,1239,STAFF,RGHT
18804,1277,GUN,RANGE
18805,2212,HEVARMOR,BOOT
18806,2092,MEDARMOR,BOOT
18807,2152,ROBE,BOOT
18808,2032,LIGARMOR,BOOT
18809,381,NONE,ACST
18810,381,NONE,ACST
18811,2214,HEVARMOR,SHOU
18812,2094,MEDARMOR,SHOU
18813,2154,ROBE,SHOU
18814,2034,LIGARMOR,SHOU
18815,2519,HEVARMOR,GLOV
18816,2505,MEDARMOR,GLOV
18817,2533,MROBE,GLOV
18818,2491,LIGARMOR,GLOV
18819,1259,ASHLD,LEFT
18820,1226,HAMMER,RGHT
18821,1239,STAFF,RGHT
18822,1186,HAMMER,RGHT
18823,2211,HEVARMOR,BODY
18824,2091,MEDARMOR,BODY
18825,2151,ROBE,BODY
18826,2031,LIGARMOR,BODY
18827,1951,NONE,BACK
18828,1951,NONE,BACK
18829,1951,NONE,BACK
18830,1951,NONE,BACK
18831,2215,HEVARMOR,HELM
18832,2095,MEDARMOR,HELM
18833,2155,ROBE,HELM
18834,2035,LIGARMOR,HELM
18835,381,NONE,ACST
18836,381,NONE,ACST
18837,381,NONE,ACST
18838,381,NONE,ACST
18839,1162,AXE,RGHT
18840,1227,HAMMER,RGHT
18841,1239,STAFF,RGHT
18842,1278,GUN,RANGE
18843,2210,NONE,BELT
18844,2090,NONE,BELT
18845,2150,NONE,BELT
18846,2030,NONE,BELT
18847,2214,HEVARMOR,SHOU
18848,2094,MEDARMOR,SHOU
18849,2154,ROBE,SHOU
18850,2034,LIGARMOR,SHOU
18851,2213,HEVARMOR,GLOV
18852,2093,MEDARMOR,GLOV
18853,2153,ROBE,GLOV
18854,2033,LIGARMOR,GLOV
18855,2212,HEVARMOR,BOOT
18856,2092,MEDARMOR,BOOT
18857,2152,ROBE,BOOT
18858,2032,LIGARMOR,BOOT
18859,2211,HEVARMOR,BODY
18860,2091,MEDARMOR,BODY
18861,2151,ROBE,BODY
18862,2031,LIGARMOR,BODY
18863,2215,HEVARMOR,HELM
18864,2095,MEDARMOR,HELM
18865,2155,ROBE,HELM
18866,2035,LIGARMOR,HELM
18867,1290,ASHLD,LEFT
18868,1188,HAMMER,RGHT
18869,1238,STAFF,RGHT
18870,1277,GUN,RANGE
18871,381,NONE,ACST
18872,381,NONE,ACST
18873,381,NONE,ACST
18874,381,NONE,ACST
18875,1951,NONE,BACK
18876,1951,NONE,BACK
18877,1951,NONE,BACK
18878,1951,NONE,BACK
18879,2214,HEVARMOR,SHOU
18880,2094,MEDARMOR,SHOU
18881,2154,ROBE,SHOU
18882,2034,LIGARMOR,SHOU
18883,2488,NONE,BELT
18884,2488,NONE,BELT
18885,2488,NONE,BELT
18886,2488,NONE,BELT
18887,2212,HEVARMOR,BOOT
18888,2092,MEDARMOR,BOOT
18889,2152,ROBE,BOOT
18890,2032,LIGARMOR,BOOT
18891,1163,AXE,RGHT
18892,1227,HAMMER,RGHT
18893,1239,STAFF,RGHT
18894,1186,HAMMER,RGHT
18895,2213,HEVARMOR,GLOV
18896,2093,MEDARMOR,GLOV
18897,2153,ROBE,GLOV
18898,2033,LIGARMOR,GLOV
18899,1164,AXE,RGHT
18900,1226,HAMMER,RGHT
18901,1238,STAFF,RGHT
18902,1278,GUN,RANGE
18903,1162,AXE,RGHT
18904,1186,HAMMER,RGHT
18905,1239,STAFF,RGHT
18906,1277,GUN,RANGE
18907,2211,HEVARMOR,BODY
18908,2091,MEDARMOR,BODY
18909,2151,ROBE,BODY
18910,2031,LIGARMOR,BODY
18911,2517,HEVARMOR,SHOU
18912,2503,MEDARMOR,SHOU
18913,2531,MROBE,SHOU
18914,2489,LIGARMOR,SHOU
18915,2215,HEVARMOR,HELM
18916,2095,MEDARMOR,HELM
18917,2155,ROBE,HELM
18918,2035,LIGARMOR,HELM
18919,2514,HEVARMOR,BOOT
18920,2500,MEDARMOR,BOOT
18921,2528,MROBE,BOOT
18922,2486,LIGARMOR,BOOT
18923,1259,ASHLD,LEFT
18924,1227,HAMMER,RGHT
18925,1238,STAFF,RGHT
18926,1187,HAMMER,RGHT
18927,381,NONE,ACST
18928,381,NONE,ACST
18929,381,NONE,ACST
18930,381,NONE,ACST
18931,1951,NONE,BACK
18932,1951,NONE,BACK
18933,1951,NONE,BACK
18934,1951,NONE,BACK
18935,1164,AXE,RGHT
18936,1227,HAMMER,RGHT
18937,1238,STAFF,RGHT
18938,1277,GUN,RANGE
18939,2488,NONE,BELT
18940,2488,NONE,BELT
18941,2488,NONE,BELT
18942,2488,NONE,BELT
18943,2517,HEVARMOR,SHOU
18944,2503,MEDARMOR,SHOU
18945,2531,MROBE,SHOU
18946,2489,LIGARMOR,SHOU
18947,2211,HEVARMOR,BODY
18948,2091,MEDARMOR,BODY
18949,2151,ROBE,BODY
18950,2031,LIGARMOR,BODY
18951,2213,HEVARMOR,GLOV
18952,2093,MEDARMOR,GLOV
18953,2153,ROBE,GLOV
18954,2033,LIGARMOR,GLOV
18955,1026,SWORD,EITHER
18956,1001,AXE,EITHER
18957,1097,STAFF,RGHT
18958,1060,SPEAR,RGHT
18959,2392,HEVARMOR,BOOT
18960,2452,MEDARMOR,BOOT
18961,2332,ROBE,BOOT
18962,2272,LIGARMOR,BOOT
18963,381,NONE,ACST
18964,381,NONE,ACST
18965,381,NONE,ACST
18966,381,NONE,ACST
18967,2394,HEVARMOR,SHOU
18968,2454,MEDARMOR,SHOU
18969,2334,ROBE,SHOU
18970,2274,LIGARMOR,SHOU
18971,2393,HEVARMOR,GLOV
18972,2453,MEDARMOR,GLOV
18973,2333,ROBE,GLOV
18974,2273,LIGARMOR,GLOV
18975,1027,SWORD,EITHER
18976,1001,AXE,EITHER
18977,1098,STAFF,RGHT
18978,1060,SPEAR,RGHT
18979,2393,HEVARMOR,GLOV
18980,2453,MEDARMOR,GLOV
18981,2333,ROBE,GLOV
18982,2273,LIGARMOR,GLOV
18983,1951,NONE,BACK
18984,1951,NONE,BACK
18985,1951,NONE,BACK
18986,1951,NONE,BACK
18987,2395,HEVARMOR,HELM
18988,2455,MEDARMOR,HELM
18989,2335,ROBE,HELM
18990,2275,LIGARMOR,HELM
18991,381,NONE,ACST
18992,381,NONE,ACST
18993,381,NONE,ACST
18994,381,NONE,ACST
18995,1025,SWORD,EITHER
18996,1002,AXE,EITHER
18997,1098,STAFF,RGHT
18998,1061,SPEAR,RGHT
18999,2390,NONE,BELT
19000,2450,NONE,BELT
19001,2330,NONE,BELT
19002,2270,NONE,BELT
19003,2394,HEVARMOR,SHOU
19004,2454,MEDARMOR,SHOU
19005,2334,ROBE,SHOU
19006,2274,LIGARMOR,SHOU
19007,2393,HEVARMOR,GLOV
19008,2453,MEDARMOR,GLOV
19009,2333,ROBE,GLOV
19010,2273,LIGARMOR,GLOV
19011,2392,HEVARMOR,BOOT
19012,2452,MEDARMOR,BOOT
19013,2332,ROBE,BOOT
19014,2272,LIGARMOR,BOOT
19015,2391,HEVARMOR,BODY
19016,2451,MEDARMOR,BODY
19017,2331,ROBE,BODY
19018,2271,LIGARMOR,BODY
19019,2395,HEVARMOR,HELM
19020,2455,MEDARMOR,HELM
19021,2335,ROBE,HELM
19022,2275,LIGARMOR,HELM
19023,1027,SWORD,EITHER
19024,1001,AXE,EITHER
19025,1099,STAFF,RGHT
19026,1060,SPEAR,RGHT
19027,381,NONE,ACST
19028,381,NONE,ACST
19029,381,NONE,ACST
19030,381,NONE,ACST
19031,1951,NONE,BACK
19032,1951,NONE,BACK
19033,1951,NONE,BACK
19034,1951,NONE,BACK
19035,2394,HEVARMOR,SHOU
19036,2454,MEDARMOR,SHOU
19037,2334,ROBE,SHOU
19038,2274,LIGARMOR,SHOU
19039,2390,NONE,BELT
19040,2450,NONE,BELT
19041,2330,NONE,BELT
19042,2270,NONE,BELT
19043,2514,HEVARMOR,BOOT
19044,2500,MEDARMOR,BOOT
19045,2528,ROBE,BOOT
19046,2486,LIGARMOR,BOOT
19047,1027,SWORD,EITHER
19048,1001,AXE,EITHER
19049,1099,STAFF,RGHT
19050,1060,SPEAR,RGHT
19051,2393,HEVARMOR,GLOV
19052,2453,MEDARMOR,GLOV
19053,2333,ROBE,GLOV
19054,2273,LIGARMOR,GLOV
19055,1024,SWORD,EITHER
19056,1002,AXE,EITHER
19057,1097,STAFF,RGHT
19058,1061,SPEAR,RGHT
19059,1024,SWORD,EITHER
19060,1001,AXE,EITHER
19061,1099,STAFF,RGHT
19062,1061,SPEAR,RGHT
19063,2393,HEVARMOR,GLOV
19064,2453,MEDARMOR,GLOV
19065,2333,ROBE,GLOV
19066,2273,LIGARMOR,GLOV
19067,2394,HEVARMOR,SHOU
19068,2454,MEDARMOR,SHOU
19069,2334,ROBE,SHOU
19070,2274,LIGARMOR,SHOU
19071,2395,HEVARMOR,HELM
19072,2455,MEDARMOR,HELM
19073,2335,ROBE,HELM
19074,2275,LIGARMOR,HELM
19075,2392,HEVARMOR,BOOT
19076,2452,MEDARMOR,BOOT
19077,2332,ROBE,BOOT
19078,2272,LIGARMOR,BOOT
19079,1027,SWORD,EITHER
19080,1002,AXE,EITHER
19081,1098,STAFF,RGHT
19082,1061,SPEAR,RGHT
19083,381,NONE,ACST
19084,381,NONE,ACST
19085,381,NONE,ACST
19086,381,NONE,ACST
19087,1951,NONE,BACK
19088,1951,NONE,BACK
19089,1951,NONE,BACK
19090,1951,NONE,BACK
19091,1026,SWORD,EITHER
19092,1002,AXE,EITHER
19093,1099,STAFF,RGHT
19094,1061,SPEAR,RGHT
19095,2390,NONE,BELT
19096,2450,NONE,BELT
19097,2330,NONE,BELT
19098,2270,NONE,BELT
19099,2394,HEVARMOR,SHOU
19100,2454,MEDARMOR,SHOU
19101,2334,ROBE,SHOU
19102,2274,LIGARMOR,SHOU
19103,2391,HEVARMOR,BODY
19104,2451,MEDARMOR,BODY
19105,2331,ROBE,BODY
19106,2271,LIGARMOR,BODY
19107,2395,HEVARMOR,HELM
19108,2455,MEDARMOR,HELM
19109,2335,ROBE,HELM
19110,2275,LIGARMOR,HELM
19111,2392,HEVARMOR,BOOT
19112,2452,MEDARMOR,BOOT
19113,2332,ROBE,BOOT
19114,2272,LIGARMOR,BOOT
19115,2395,HEVARMOR,HELM
19116,2455,MEDARMOR,HELM
19117,2335,ROBE,HELM
19118,2275,LIGARMOR,HELM
19119,,,
19120,,,
19121,,,
19122,,,
19123,,,
19124,,,
19125,,,
19126,,,
19127,,,
19128,,,
19129,,,
19130,,,
19131,,,
19132,,,
19133,,,
19134,,,
19135,,,
19136,,,
19137,,,
19138,,,
19139,,,
19140,,,
19141,,,
19142,,,
19143,,,
19144,,,
19145,,,
19146,,,
19147,,,
19148,,,
19149,,,
19150,,,
19151,,,
19152,,,
19153,,,
19154,,,
19155,,,
19156,,,
19157,,,
19158,,,
19159,,,
19160,,,
19161,,,
19162,,,
19163,,,
19164,,,
19165,,,
19166,,,
19167,,,
19168,,,
19169,,,
19170,,,
19171,,,
19172,,,
19173,,,
19174,,,
19175,,,
19176,,,
19177,,,
19178,,,
19179,,,
19180,,,
19181,,,
19182,,,
19183,,,
19184,,,
19185,,,
19186,,,
19187,,,
19188,,,
19189,,,
19190,,,
19191,,,
19192,,,
19193,,,
19194,,,
19195,,,
19196,,,
19197,,,
19198,,,
19199,,,
19200,,,
19201,359,NONE,NONE
19202,359,NONE,NONE
19203,448,NONE,NONE
19204,448,NONE,NONE
19205,1290,ASHLD,LEFT
19206,1226,HAMMER,RGHT
19207,1238,STAFF,RGHT
19208,1278,GUN,RANGE
19209,2215,HEVARMOR,HELM
19210,2095,MEDARMOR,HELM
19211,2155,ROBE,HELM
19212,2035,LIGARMOR,HELM
19213,359,NONE,NONE
19214,359,NONE,NONE
19215,482,NONE,NONE
19216,448,NONE,NONE
19217,1162,AXE,EITHER
19218,1186,HAMMER,EITHER
19219,1238,STAFF,RGHT
19220,1278,GUN,RANGE
19221,381,NONE,ACST
19222,381,NONE,ACST
19223,381,NONE,ACST
19224,381,NONE,ACST
19225,360,NONE,NONE
19226,360,NONE,NONE
19227,448,NONE,NONE
19228,448,NONE,NONE
19229,1288,ASHLD,LEFT
19230,1227,HAMMER,RGHT
19231,1239,STAFF,RGHT
19232,1277,GUN,RANGE
19233,2214,HEVARMOR,SHOU
19234,2094,MEDARMOR,SHOU
19235,2154,ROBE,SHOU
19236,2034,LIGARMOR,SHOU
19237,360,NONE,NONE
19238,360,NONE,NONE
19239,448,NONE,NONE
19240,448,NONE,NONE
19241,1162,AXE,EITHER
19242,1189,HAMMER,EITHER
19243,1239,STAFF,RGHT
19244,1278,GUN,RANGE
19245,2211,HEVARMOR,BODY
19246,2091,MEDARMOR,BODY
19247,2151,ROBE,BODY
19248,2031,LIGARMOR,BODY
19249,360,NONE,NONE
19250,360,NONE,NONE
19251,448,NONE,NONE
19252,448,NONE,NONE
19253,1308,ASHLD,LEFT
19254,1225,HAMMER,RGHT
19255,1239,STAFF,RGHT
19256,1278,GUN,RANGE
19257,2213,HEVARMOR,GLOV
19258,2093,MEDARMOR,GLOV
19259,2153,ROBE,GLOV
19260,2033,LIGARMOR,GLOV
19261,360,NONE,NONE
19262,360,NONE,NONE
19263,448,NONE,NONE
19264,448,NONE,NONE
19265,1165,AXE,EITHER
19266,1189,HAMMER,EITHER
19267,1238,STAFF,RGHT
19268,1277,GUN,RANGE
19269,1951,NONE,BACK
19270,1951,NONE,BACK
19271,1951,NONE,BACK
19272,1951,NONE,BACK
19273,360,NONE,NONE
19274,360,NONE,NONE
19275,448,NONE,NONE
19276,448,NONE,NONE
19277,1259,ASHLD,LEFT
19278,1227,HAMMER,RGHT
19279,1239,STAFF,RGHT
19280,1278,GUN,RANGE
19281,2212,HEVARMOR,BOOT
19282,2092,MEDARMOR,BOOT
19283,2152,ROBE,BOOT
19284,2032,LIGARMOR,BOOT
19285,357,NONE,NONE
19286,357,NONE,NONE
19287,448,NONE,NONE
19288,448,NONE,NONE
19289,1162,AXE,EITHER
19290,1189,HAMMER,EITHER
19291,1239,STAFF,RGHT
19292,1277,GUN,RANGE
19293,2211,HEVARMOR,BODY
19294,2091,MEDARMOR,BODY
19295,2151,ROBE,BODY
19296,2031,LIGARMOR,BODY
19297,359,NONE,NONE
19298,359,NONE,NONE
19299,448,NONE,NONE
19300,448,NONE,NONE
19301,1136,ASHLD,LEFT
19302,1027,SWORD,EITHER
19303,1099,STAFF,RGHT
19304,1078,BOW,RANGE
19305,2395,HEVARMOR,HELM
19306,2455,MEDARMOR,HELM
19307,2335,ROBE,HELM
19308,2275,LIGARMOR,HELM
19309,359,NONE,NONE
19310,359,NONE,NONE
19311,448,NONE,NONE
19312,448,NONE,NONE
19313,1001,AXE,EITHER
19314,1026,SWORD,EITHER
19315,1099,STAFF,RGHT
19316,1060,SPEAR,EITHER
19317,381,NONE,ACST
19318,381,NONE,ACST
19319,381,NONE,ACST
19320,381,NONE,ACST
19321,360,NONE,NONE
19322,360,NONE,NONE
19323,448,NONE,NONE
19324,448,NONE,NONE
19325,1136,ASHLD,LEFT
19326,1001,AXE,EITHER
19327,1098,STAFF,RGHT
19328,1078,BOW,RANGE
19329,2394,HEVARMOR,SHOU
19330,2454,MEDARMOR,SHOU
19331,2334,ROBE,SHOU
19332,2274,LIGARMOR,SHOU
19333,360,NONE,NONE
19334,360,NONE,NONE
19335,448,NONE,NONE
19336,448,NONE,NONE
19337,1052,HAMMER,EITHER
19338,1027,SWORD,EITHER
19339,1099,STAFF,RGHT
19340,1060,SPEAR,EITHER
19341,2391,HEVARMOR,BODY
19342,2451,MEDARMOR,BODY
19343,2331,ROBE,BODY
19344,2271,LIGARMOR,BODY
19345,360,NONE,NONE
19346,360,NONE,NONE
19347,448,NONE,NONE
19348,448,NONE,NONE
19349,1117,ASHLD,LEFT
19350,1001,AXE,EITHER
19351,1097,STAFF,RGHT
19352,1078,BOW,RANGE
19353,2393,HEVARMOR,GLOV
19354,2453,MEDARMOR,GLOV
19355,2333,ROBE,GLOV
19356,2273,LIGARMOR,GLOV
19357,360,NONE,NONE
19358,360,NONE,NONE
19359,448,NONE,NONE
19360,448,NONE,NONE
19361,1053,HAMMER,EITHER
19362,1001,AXE,EITHER
19363,1098,STAFF,RGHT
19364,1060,SPEAR,EITHER
19365,1951,NONE,BACK
19366,1951,NONE,BACK
19367,1951,NONE,BACK
19368,1951,NONE,BACK
19369,360,NONE,NONE
19370,360,NONE,NONE
19371,448,NONE,NONE
19372,448,NONE,NONE
19373,1136,ASHLD,LEFT
19374,1001,AXE,EITHER
19375,1097,STAFF,RGHT
19376,1078,BOW,RANGE
19377,2392,HEVARMOR,BOOT
19378,2452,MEDARMOR,BOOT
19379,2332,ROBE,BOOT
19380,2272,LIGARMOR,BOOT
19381,357,NONE,NONE
19382,357,NONE,NONE
19383,448,NONE,NONE
19384,448,NONE,NONE
19385,1050,HAMMER,EITHER
19386,1027,SWORD,EITHER
19387,1099,STAFF,RGHT
19388,1061,SPEAR,EITHER
19389,2391,HEVARMOR,BODY
19390,2451,MEDARMOR,BODY
19391,2331,ROBE,BODY
19392,2271,LIGARMOR,BODY
19393,358,NONE,NONE
19394,358,NONE,NONE
19395,359,NONE,NONE
19396,359,NONE,NONE
19397,360,NONE,NONE
19398,360,NONE,NONE
19399,357,NONE,NONE
19400,,,
19401,359,NONE,NONE
19402,359,NONE,NONE
19403,359,NONE,NONE
19404,359,NONE,NONE
19405,359,NONE,NONE
19406,359,NONE,NONE
19407,359,NONE,NONE
19408,359,NONE,NONE
19409,359,NONE,NONE
19410,359,NONE,NONE
19411,359,NONE,NONE
19412,359,NONE,NONE
19413,359,NONE,NONE
19414,359,NONE,NONE
19415,359,NONE,NONE
19416,359,NONE,NONE
19417,359,NONE,NONE
19418,359,NONE,NONE
19419,359,NONE,NONE
19420,359,NONE,NONE
19421,359,NONE,NONE
19422,359,NONE,NONE
19423,359,NONE,NONE
19424,359,NONE,NONE
19425,359,NONE,NONE
19426,359,NONE,NONE
19427,359,NONE,NONE
19428,359,NONE,NONE
19429,359,NONE,NONE
19430,359,NONE,NONE
19431,359,NONE,NONE
19432,359,NONE,NONE
19433,359,NONE,NONE
19434,359,NONE,NONE
19435,359,NONE,NONE
19436,359,NONE,NONE
19437,359,NONE,NONE
19438,359,NONE,NONE
19439,359,NONE,NONE
19440,359,NONE,NONE
19441,359,NONE,NONE
19442,359,NONE,NONE
19443,359,NONE,NONE
19444,359,NONE,NONE
19445,359,NONE,NONE
19446,359,NONE,NONE
19447,359,NONE,NONE
19448,359,NONE,NONE
19449,359,NONE,NONE
19450,359,NONE,NONE
19451,359,NONE,NONE
19452,359,NONE,NONE
19453,359,NONE,NONE
19454,359,NONE,NONE
19455,359,NONE,NONE
19456,359,NONE,NONE
19457,359,NONE,NONE
19458,359,NONE,NONE
19459,359,NONE,NONE
19460,359,NONE,NONE
19461,359,NONE,NONE
19462,359,NONE,NONE
19463,359,NONE,NONE
19464,359,NONE,NONE
19465,359,NONE,NONE
19466,359,NONE,NONE
19467,359,NONE,NONE
19468,359,NONE,NONE
19469,359,NONE,NONE
19470,359,NONE,NONE
19471,359,NONE,NONE
19472,359,NONE,NONE
19473,359,NONE,NONE
19474,359,NONE,NONE
19475,359,NONE,NONE
19476,359,NONE,NONE
19477,359,NONE,NONE
19478,359,NONE,NONE
19479,359,NONE,NONE
19480,359,NONE,NONE
19481,359,NONE,NONE
19482,359,NONE,NONE
19483,359,NONE,NONE
19484,359,NONE,NONE
19485,359,NONE,NONE
19486,359,NONE,NONE
19487,359,NONE,NONE
19488,359,NONE,NONE
19489,359,NONE,NONE
19490,359,NONE,NONE
19491,359,NONE,NONE
19492,359,NONE,NONE
19493,359,NONE,NONE
19494,359,NONE,NONE
19495,359,NONE,NONE
19496,359,NONE,NONE
19497,359,NONE,NONE
19498,359,NONE,NONE
19499,359,NONE,NONE
19500,359,NONE,NONE
19501,359,NONE,NONE
19502,359,NONE,NONE
19503,359,NONE,NONE
19504,359,NONE,NONE
19505,359,NONE,NONE
19506,359,NONE,NONE
19507,359,NONE,NONE
19508,359,NONE,NONE
19509,359,NONE,NONE
19510,359,NONE,NONE
19511,359,NONE,NONE
19512,359,NONE,NONE
19513,359,NONE,NONE
19514,359,NONE,NONE
19515,359,NONE,NONE
19516,359,NONE,NONE
19517,359,NONE,NONE
19518,359,NONE,NONE
19519,359,NONE,NONE
19520,359,NONE,NONE
19521,359,NONE,NONE
19522,359,NONE,NONE
19523,359,NONE,NONE
19524,359,NONE,NONE
19525,359,NONE,NONE
19526,359,NONE,NONE
19527,359,NONE,NONE
19528,359,NONE,NONE
19529,359,NONE,NONE
19530,359,NONE,NONE
19531,359,NONE,NONE
19532,359,NONE,NONE
19533,359,NONE,NONE
19534,359,NONE,NONE
19535,359,NONE,NONE
19536,359,NONE,NONE
19537,359,NONE,NONE
19538,359,NONE,NONE
19539,359,NONE,NONE
19540,359,NONE,NONE
19541,359,NONE,NONE
19542,359,NONE,NONE
19543,359,NONE,NONE
19544,359,NONE,NONE
19545,359,NONE,NONE
19546,359,NONE,NONE
19547,359,NONE,NONE
19548,359,NONE,NONE
19549,359,NONE,NONE
19550,359,NONE,NONE
19551,359,NONE,NONE
19552,359,NONE,NONE
19553,359,NONE,NONE
19554,359,NONE,NONE
19555,359,NONE,NONE
19556,359,NONE,NONE
19557,359,NONE,NONE
19558,359,NONE,NONE
19559,359,NONE,NONE
19560,359,NONE,NONE
19561,359,NONE,NONE
19562,359,NONE,NONE
19563,,,
19564,,,
19565,,,
19566,,,
19567,,,
19568,,,
19569,,,
19570,,,
19571,,,
19572,,,
19573,,,
19574,,,
19575,,,
19576,,,
19577,,,
19578,,,
19579,,,
19580,,,
19581,,,
19582,,,
19583,,,
19584,,,
19585,,,
19586,,,
19587,,,
19588,,,
19589,,,
19590,,,
19591,,,
19592,,,
19593,,,
19594,,,
19595,,,
19596,,,
19597,,,
19598,,,
19599,,,
19600,,,
19601,2379,HEVARMOR,BODY
19602,2439,MEDARMOR,BODY
19603,2319,ROBE,BODY
19604,2259,LIGARMOR,BODY
19605,2379,HEVARMOR,BODY
19606,2439,MEDARMOR,BODY
19607,2319,ROBE,BODY
19608,2259,LIGARMOR,BODY
19609,1134,ASHLD,LEFT
19610,1071,SWORD,EITHER
19611,1092,STAFF,RGHT
19612,1077,BOW,RANGE
19613,1049,HAMMER,EITHER
19614,1000,AXE,EITHER
19615,1100,STAFF,RGHT
19616,1059,SPEAR,EITHER
19617,2381,HEVARMOR,GLOV
19618,2441,MEDARMOR,GLOV
19619,2321,ROBE,GLOV
19620,2261,LIGARMOR,GLOV
19621,2381,HEVARMOR,GLOV
19622,2441,MEDARMOR,GLOV
19623,2321,ROBE,GLOV
19624,2261,LIGARMOR,GLOV
19625,2380,HEVARMOR,BOOT
19626,2440,MEDARMOR,BOOT
19627,2320,ROBE,BOOT
19628,2260,LIGARMOR,BOOT
19629,2380,HEVARMOR,BOOT
19630,2440,MEDARMOR,BOOT
19631,2320,ROBE,BOOT
19632,2260,LIGARMOR,BOOT
19633,2382,HEVARMOR,SHOU
19634,2442,MEDARMOR,SHOU
19635,2322,ROBE,SHOU
19636,2262,LIGARMOR,SHOU
19637,2382,HEVARMOR,SHOU
19638,2442,MEDARMOR,SHOU
19639,2322,ROBE,SHOU
19640,2262,LIGARMOR,SHOU
19641,381,NONE,ACST
19642,381,NONE,ACST
19643,381,NONE,ACST
19644,381,NONE,ACST
19645,381,NONE,ACST
19646,381,NONE,ACST
19647,381,NONE,ACST
19648,381,NONE,ACST
19649,2383,HEVARMOR,HELM
19650,2443,MEDARMOR,HELM
19651,2323,ROBE,HELM
19652,2263,LIGARMOR,HELM
19653,2383,HEVARMOR,HELM
19654,2443,MEDARMOR,HELM
19655,2323,ROBE,HELM
19656,2263,LIGARMOR,HELM
19657,1083,AXE,RGHT
19658,1007,AXE,EITHER
19659,1100,STAFF,RGHT
19660,1059,SPEAR,EITHER
19661,1131,ASHLD,LEFT
19662,1073,SWORD,EITHER
19663,1092,STAFF,RGHT
19664,1077,BOW,RANGE
19665,1951,NONE,BACK
19666,1951,NONE,BACK
19667,1951,NONE,BACK
19668,1951,NONE,BACK
19669,1951,NONE,BACK
19670,1951,NONE,BACK
19671,1951,NONE,BACK
19672,1951,NONE,BACK
19673,381,NONE,ACST
19674,381,NONE,ACST
19675,381,NONE,ACST
19676,381,NONE,ACST
19677,381,NONE,ACST
19678,381,NONE,ACST
19679,381,NONE,ACST
19680,381,NONE,ACST
19681,2391,HEVARMOR,BODY
19682,2451,MEDARMOR,BODY
19683,2331,ROBE,BODY
19684,2271,LIGARMOR,BODY
19685,2391,HEVARMOR,BODY
19686,2451,MEDARMOR,BODY
19687,2331,ROBE,BODY
19688,2271,LIGARMOR,BODY
19689,2393,HEVARMOR,GLOV
19690,2453,MEDARMOR,GLOV
19691,2333,ROBE,GLOV
19692,2273,LIGARMOR,GLOV
19693,2393,HEVARMOR,GLOV
19694,2453,MEDARMOR,GLOV
19695,2333,ROBE,GLOV
19696,2273,LIGARMOR,GLOV
19697,2392,HEVARMOR,BOOT
19698,2452,MEDARMOR,BOOT
19699,2332,ROBE,BOOT
19700,2272,LIGARMOR,BOOT
19701,2392,HEVARMOR,BOOT
19702,2452,MEDARMOR,BOOT
