Effect Id,Vfx Id,Type,Id,Description:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3589,2,0,1944,AoE effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3590,1,0,2084,Sandy Impact effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801,1,0,389,Bat Screech (Affected Player Effect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801,1,1,52,Bat Screech (Affected Player Anim),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3809,1,0,55,Harpy Screech (Affected Player Effect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3809,1,1,52,Harpy Screech (Affected Player Anim),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3814,1,0,1367,Envenomed Stinger (DoT Effect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3816,1,0,1367,Envenomed Fangs (DoT Effect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3822,1,0,0,Pounce (Affected Player Effect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3822,1,1,54,Pounce (Affected Player Anim),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3833,1,0,173,Sprout Roots (Root Effect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842,1,0,782,MORAL DOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3844,1,0,925,AP DOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3849,1,0,562,Goring Lunge (Affected Player Effect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3849,1,1,54,Goring Lunge (Affected Player Anim),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3852,1,0,400,Overhand Slam (Affected Player Effect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3853,1,0,1877,Foul Vomit (DoT Effect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3856,1,0,0,Tearing Beak (DoT Effect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3858,1,0,0,Impaling Claws (DoT Effect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861,1,0,55,Satisfying Belch (Affected Player Effect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861,1,0,121,Satisfying Belch (Affected Player Effect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861,1,1,52,Satisfying Belch (Affected Player Anim),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3863,1,0,240,AOE chill effect on main target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871,1,0,562,Stomping Hooves (Affected Player Effect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871,1,1,54,Stomping Hooves (Affected Player Anim),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3876,1,0,2127,AP DOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3878,1,0,2113,Shredding Talons (DoT Effect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3882,1,0,424,Health Shift - Lifetap Heal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3902,1,0,2341,Judgement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3902,1,1,52,Judgement - Stun Anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904,1,0,2214,Fling Goo - Karl Franz covered in goo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3905,1,0,1774,Throw Tomato - Tchar'zanek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3906,1,0,1381,Dripping Wound - Cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3906,2,0,1311,Dripping Wound - Tick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3907,1,0,1340,Lethargic Touch - Persistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3907,2,0,367,Lethargic Touch - Cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3908,1,0,502,Caladryan - Snare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909,1,0,501,Caladryan - KD Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909,1,1,54,Caladryan - KD Anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3910,1,0,974,Grasping Bones - Persistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3911,1,0,55,Headbutt - Persistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3911,1,1,54,Headbutt - Knockdown Animation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3912,1,0,2081,Rain of Blood - Tick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3913,1,0,1493,Mark of Bloodbane - Persistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3913,1,0,1492,Mark of Bloodbane - Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3914,1,0,0,Enthralling Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915,1,0,2370,Soul Call - Heal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915,2,0,244,Soul Call - Tick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915,3,0,2422,Life Leech - Heal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915,4,0,171,Life Leech - Tick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3916,1,0,385,Channeled Fury - AoE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3916,1,0,1656,Channeled Fury - Secondary Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3917,1,0,2303,Lash of Change - AoE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3917,2,0,2235,Lash of Change - Cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3918,1,0,963,Alluring Melody - Loop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3918,1,1,52,Alluring Melody - Stun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3919,1,0,238,Stun Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3919,1,1,52,Stun animation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3920,1,0,2186,Rune of Empowerment - Secondary Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3921,1,0,2187,Rune of Vengeance - Secondary Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3922,1,0,2376,Glory of Tzeentch - Persistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3924,1,0,1783,Ebonfire Breath - Cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925,1,0,681,Ebonfire Missile - Persistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,1,0,789,Petrifying Gaze - Ability #13513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,2,0,789,Destructive Gaze - Ability #13514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,3,0,789,Interrupting Gaze - Ability #13515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3927,1,0,1350,Phoenix Eye - Explosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3928,1,0,808,Call of Change - Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3930,1,0,918,Winds of Change - Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3930,2,0,1747,Winds of Change - Heal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3931,1,0,2432,Chaos Eternal - Impact 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3931,1,0,612,Chaos Eternal - Impact 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3932,1,0,2095,Mewling Spawn - Persistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3932,1,0,2434,Mewling Spawn - One Shot 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3932,2,0,2434,Mewling Spawn - One Shot 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3932,3,0,2433,Mewling Spawn - AoE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3933,1,0,1819,Treeman Nature's Bite - Loop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3933,2,0,0,Treeman Nature's Bite - Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3934,1,0,173,Treeman Root root effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3934,1,0,55,Treeman Root stun effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3934,1,1,52,Treeman Root stun animiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3937,1,0,2354,Bum Rush Glow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3937,2,0,576,Bum Rush Hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3937,3,0,1726,Bum Rush Speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3937,4,1,54,Bum Rush Knockdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3938,1,0,2257,The Facebeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3938,2,0,1727,The Facebeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3938,2,0,971,The Facebeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3941,1,0,1729,Taugrek's Rallying Call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943,1,0,283,Hydra Anchored Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943,2,0,1446,Hydra Bolt Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3945,1,0,2341,Challenge - Persistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3946,1,0,2971,Ice Aura Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947,1,0,846,Souleater's Mark - Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3948,1,1,54,Leadbelcher Knockdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3950,1,0,2192,Barbwire Snare/Root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3951,1,0,2469,Guise of Deception (Charge),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3951,2,0,1428,Guise of Deception (Explosion),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3952,8,0,1477,Vampiric Shadows (Dummy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3952,7,0,2086,Vampiric Shadows (Impact),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3952,6,0,1361,Vampiric Shadows (Heal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3958,1,0,382,Golden Stein - Loop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3959,1,0,55,Aural Shriek - Stun Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960,1,0,1134,Luminescent Blast - Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3961,1,0,1281,Scintillating Explosion - Cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3961,2,0,1312,Scintillating Explosion - Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3962,1,0,2265,Brootus' Big Boost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3964,1,0,328,Ardent Breath - DoT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3965,1,0,1313,EvC SH - Auto2 - Impact and Tick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,1,0,582,EvC SH - Spl_S - Dust AoE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,2,0,2458,EvC SH - Spl_S - Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,3,0,368,EvC SH - Spl_S - AoE Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,4,0,1343,EvC SH - Spl_S - AoE Heal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,5,0,758,EvC SH - Spl_S - Buff Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,6,0,1344,EvC SH - Spl_S - Heal Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,7,0,175,EvC SH - Spl_S - Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,1,0,537,"EvC SH - Auto1 - Claw - Red, left-->right, side/dowm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,2,0,843,"EvC SH - Auto1 - Claw - Blue, left-->right, down",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,3,0,1313,EvC SH - Auto1 - Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,4,0,569,EvC SH - Auto1 - Dust AoE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,5,0,55,EvC SH - Auto1 - Stun Persistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,5,1,52,EvC SH - Auto1 - Stun Animation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,6,0,55,EvC SH - Auto1 - Stun Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,6,1,52,EvC SH - Auto1 - Stun Animation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,7,0,1590,EvC SH - Auto1 - Yellow Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,8,0,564,EvC SH - Auto1 - Red Flash Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,9,0,2096,EvC SH - Auto1 - Red Cone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3968,1,0,1588,EvC SH - Stomp - Stun - Cone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3968,2,0,453,EvC SH - Stomp - Stun - Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3968,3,0,582,EvC SH - Stomp - Stun - Dust AoE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3968,4,0,2458,EvC SH - Stomp - Stun - Knockback Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3968,5,0,561,EvC SH - Stomp - Stun - Green Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3968,6,0,55,EvC SH - Stomp - Stun - Stun Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3968,6,1,52,EvC SH - Stomp - Stun - Stun Animation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3968,7,0,98,EvC SH - Stomp - Stun - Green Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3968,8,0,2220,EvC SH - Stomp - Stun - Plague Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3969,1,0,1313,EvC SH - Stomp - DoT - Impact and Tick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3970,1,0,1249,EvC SH - Shout - Str/Tou Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3970,2,0,970,EvC SH - Shout - Shake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3970,2,0,2164,EvC SH - Shout - Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3970,3,0,1590,EvC SH - Shout - Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3970,4,0,301,EvC SH - Shout - Debuff Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3970,5,0,1174,EvC SH - Shout - Black Ring AoE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3970,5,0,1718,EvC SH - Shout - Purple Flash AoE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3970,6,0,2374,EvC SH - Shout - Purple Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3970,7,0,970,EvC SH - Shout - Shake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3970,8,0,389,EvC SH - Shout - Silence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3970,9,0,1884,Lair Custom - Shout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3970,10,0,1887,Lair Custom - Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3971,1,0,55,Low Blow - Persistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3971,1,1,52,Low Blow - Animation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3975,1,0,2418,Whispering Silence - Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3976,1,0,367,Starfall - Cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3978,1,1,52,Animate Soul - Stun Animation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3978,2,0,2085,Animate Soul - Stun Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3978,3,0,244,Animate Soul - Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3979,1,0,2352,EvC SH - Brandish - AoE Silence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3979,2,0,2404,EvC SH - Brandish - Persistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3979,3,0,254,Lair Custom - Purple Flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3980,1,0,563,EvC SH - Auto2 - Purple Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3980,2,0,559,EvC SH - Auto2 - Blue Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3980,3,0,2385,EvC SH - Auto2 - Blue Whoosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3980,4,0,1311,EvC SH - Auto2 - Red Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3980,5,0,1313,EvC SH - Auto2 - Bleed Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3983,1,0,1430,EvC SH - Auto2 - Yellow Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3983,2,0,1590,EvC SH - Auto2 - Yellow Impact 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3983,3,0,561,EcS SH - Auto2 - Green Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3983,4,0,926,EvC SH - Auto2 - Swipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3983,5,0,48,Ogre - Altdorf  Guard - Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3984,1,0,710,Khorne's Pain - Cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3984,2,0,2425,Khorne's Pain - Impact and Tick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3985,1,0,1829,Wrath of Khorne - Cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3985,2,0,1828,Wrath of Khorne - Persistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3985,3,0,2458,Wrath of Khorne - Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3986,1,0,1833,Curse of Khorne - Cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3986,2,0,1832,Curse of Khorne - Persistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3986,3,0,2461,Curse of Khorne - Heal Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987,1,0,569,EvC SH - Halt - Shout Dust AoE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987,2,0,1590,EvC SH - Halt - Yellow Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987,3,0,1376,EvC SH - Halt - Empire AoE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987,4,0,1473,EvC SH - Halt - Empire Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987,5,0,1614,Lair Custom - Persistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987,6,0,1359,Lair Custom - Heal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3989,1,0,1557,EvC SH - Shout - Cold Breath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3989,2,0,1556,EvC SH - Shout - Cold Impact and Tick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3989,3,0,562,Ogre - Altdorf Guard - Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3989,4,1,54,Ogre - Altdorf Guard - Knockdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3990,1,0,734,EvC SH - Shout - Vomit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3990,2,0,2220,EvC SH - Shout - Vomit Impact and Tick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3990,3,0,835,EvC SH - Shout - Vomit Ground (no loop),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3990,4,0,578,EvC SH - Shout - Green AoE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3991,1,0,1454,Blazing Inferno - Cast AoE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3991,1,0,1322,Blazing Inferno - Cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3992,1,0,422,Burn Flesh - Cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3993,1,0,1828,Tzeentch's Fire Storm - Persistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3994,1,0,2432,Burning Blood - Damage Shield Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3995,1,0,283,Anchored Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3995,2,0,335,Fire Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3997,1,0,790,Deteriorate Armor - Persistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3998,1,0,569,Mocking Cry - Cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3998,2,1,54,Mocking Cry - Knockdown anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3999,1,0,2960,Blood Fuel - Tick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,1,0,1487,Skull of the Foe Activate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,2,0,1503,Skull of the Foe AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,3,0,1505,Skull of the Foe Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,1,0,0,Bury (Effect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,1,1,121,Bury (Anim),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4002,1,0,1672,Harvester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4002,2,0,1223,Harvester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009,1,0,1923,RvRD - Pit - Curse of the Outcast - Loop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010,1,0,1920,RvRD - Pit - Neferra's Frailty - Loop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4011,1,0,1917,RvRD - Pit - Breath of Akhom - Loop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4012,1,0,1914,RvRD - Pit - Odji's Corruption - Loop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013,1,1,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4014,1,0,3001,RvRD-Emb - Boss Embalming Tether,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4014,2,0,3002,RvRD-Emb - Boss Embalming Tether Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4015,1,0,3011,RvRD-SoE - Impoverish Soul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4016,0,0,0,RvRD - SoE - Cleave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4017,0,0,0,RvRD - SoE - Larva Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4018,0,0,0,"RvRD - SoE - Poison, Burning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4019,0,1,170,RvRD - Mortis Tsunami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
