,,,,0,Buff,Build Up,Action,Special,Play,Mount Build,MountAction,ActivateAgro,Suppress,Force in phase to be ## seconds,Max Playback Rate,,,,
1602,Explosive Force,,,22696,22696,,32,1602,1,,,0,,,,,,,
1603,Wildfire,,,22703,22703,,32,1603,1,,,0,,,,,,,
1604,Fiery Reserves,,,22709,22709,,32,1604,1,,,0,,,,,,,
1605,,,,,,,,1605,,,,1,,,,,,,
;,;Bright Wizard Morale,,,,,,,;,,,,1,,,,,,,
1606,Magic Dart,,,8026,8026,,99,1606,1,,,1,1,,,,,,
1607,Ruin And Destruction,,,8027,8027,,99,1607,1,,,1,1,,,,,,
1608,Heart Of Fire,,,8028,8028,,99,1608,1,,,1,1,,,,,,
1609,,,,,,,,1609,,,,1,,,,,,,
1610,;Bright Wizard Spec Morale,,,,,,,1610,,,,1,,,,,,,
1611,The Burning Head,,,7937,7937,,99,1611,1,,,1,1,,,,,,
1612,Wall Of Fire,,,7941,7941,,99,1612,1,,,1,1,,,,,,
1613,Conflagration Of Doom,,,7942,7942,,69,1613,1,,,1,1,,,,,,
1614,,,,,,,,1614,,,,1,,,,,,,
1615,,,,,,,,1615,,,,1,,,,,,,
1616,,,,,,,,1616,,,,1,,,,,,,
1617,,,,,,,,1617,,,,1,,,,,,,
1618,,,,,,,,1618,,,,1,,,,,,,
1619,,,,,,,,1619,,,,1,,,,,,,
1620,,,,,,,,1620,,,,1,,,,,,,
1621,,,,,,,,1621,,,,1,,,,,,,
1622,,,,,,,,1622,,,,1,,,,,,,
1623,Bright Wizard Mechanic (Passive),,,7936,7936,,99,1623,1,,,1,,,,,,,
1624,Bright Wizard Counter,,,7936,7936,,99,1624,1,,,1,,,,,,,
1625,Bright Wizard Miscast,,,7936,7936,,99,1625,1,,,1,,,,,,,
;,;Warrior Priest Abilities,,,,,,,;,,,,1,,,,,,,
1626,Judgment,,,8029,8029,,71,1626,1,,,1,,,,,,,
1627,Supplication,,,8030,8030,,70,1627,1,,,1,,,,,,,
1628,Divine Aid,,,7903,7903,,72,1628,1,,,1,,,,,,,
1629,Divine Strike,,,7945,7945,,73,1629,1,,,1,,,,,,,
1630,Bludgeon,,,7959,7959,,40,1630,1,,,1,,,,,,,
1631,Healing Hand,,,7960,7960,,73,1631,1,,,1,,,,,,,
1632,Prayer Of Absolution,,,7917,7917,,73,1632,1,,,1,,,,,,,
1633,Prayer Of Righteousness,,,7950,7950,,73,1633,1,,,1,,,,,,,
1634,Divine Assault,,,8031,8031,,98,1634,1,,,1,,,,,,,
1635,Repent,,,8054,8054,,69,1635,1,,,1,,,,,,,
1636,Purify,,changed from melee channel to beckon as it removes a hex from an ally -jerO 11-25,8032,8032,,74,1636,1,,,1,,,,,,,
1637,Touch Of The Divine,,,7946,7946,,73,1637,1,,,1,,,,,,,
1638,Breath Of Sigmar,,,7901,7901,,71,1638,1,,,1,,,,,,,
1639,Prayer Of Devotion,,,7943,7943,,73,1639,1,,,1,,,,,,,
1640,Smite,,,7923,7923,,34,1640,1,,,1,,,,,,,
1641,Purge,,,8041,8041,,69,1641,1,,,1,,,,,,,
1642,Sigmar's Radiance,,,7953,7953,,35,1642,1,,,1,,,,,,,
1643,Sigmar's Fist,,,7944,7944,,49,1643,1,,,1,,,,,,,
1644,Divine Shock,,,8033,8033,,70,1644,1,,,1,,,,,,,
1645,Weight Of Guilt,,,7927,7927,,47,1645,1,,,1,,,,,,,
1646,Vow Of Silence,,,8037,8037,,73,1646,1,,,1,,,,,,,
1647,Castigation,,,8001,8001,,39,1647,1,,,1,,,,,,,
1648,,,,,,,,1648,,,,1,,,,,,,
1649,,,,,,,,1649,,,,1,,,,,,,
1650,,,,,,,,1650,,,,1,,,,,,,
1651,;((Hammer Of Sigmar sub uses this GFX)),,,7962,7962,,47,1651,1,,,1,,,,,,,
1652,;((Righteous Fury Icon uses this GFX)),,,7923,7923,,99,1652,1,,,1,,,,,,,
1653,;Warrior Priest Spec Abilities,,,,,,,1653,,,,1,,,,,,,
1654,Divine Light,,,7904,7904,,73,1654,1,,,1,,,,,,,
1655,Pious Restoration,,,8035,8035,,72,1655,1,,,1,,0.5,,,,,
1656,Martyr's Blessing,,,8036,8036,,73,1656,1,,,1,,,,,,,
1657,Sigmar's Shield,,,8034,8034,,28,1657,1,,,1,,,,,,,
1658,Sigmar's Vision,,,8038,8038,,40,1658,1,,,1,,,,,,,
1659,Sigmar's Grace,,,8039,8039,,71,1659,1,,,1,,,,,,,
1660,Absence Of Faith,,,8040,8040,,74,1660,1,,,1,,,,,,,
1661,Soulfire,,,7947,7947,,76,1661,1,,,1,,,,,,,
1662,Hammer Of Sigmar,,,7962,7962,,47,1662,1,,,1,,,,,,,
1663,,,,,,,,1663,,,,1,,,,,,,
1664,,,,,,,,1664,,,,1,,,,,,,
;,;Warrior Priest Tactics,,,,,,,;,,,,1,,,,,,,
1665,Hastened Divinity,,,22708,22708,,32,1665,1,,,0,,,,,,,
1666,Charged Fury,,,22710,22710,,32,1666,1,,,0,,,,,,,
1667,Shield Of Faith,,,22702,22702,,32,1667,1,,,0,,,,,,,
1668,Divine Reward,,,22706,22706,,32,1668,1,,,0,,,,,,,
1669,Exalted Defenses,,,22702,22702,,32,1669,1,,,0,,,,,,,
1670,Intimidating Repent,,,22694,22694,,32,1670,1,,,0,,,,,,,
1671,Fueled Fury,,,22710,22710,,32,1671,1,,,0,,,,,,,
1672,Divine Petitioning,,,22704,22704,,32,1672,1,,,0,,,,,,,
1673,,,,,,,,1673,,,,1,,,,,,,
1674,,,,,,,,1674,,,,1,,,,,,,
;,;Warrior Priest Spec Tactics,,,,,,,;,,,,1,,,,,,,
1675,Refreshing Radiance,,,22708,22708,,32,1675,1,,,0,,,,,,,
1676,Divine Warding,,,22694,22694,,32,1676,1,,,0,,,,,,,
1677,Cleansing Power,,,22704,22704,,32,1677,1,,,0,,,,,,,
1678,Leading The Prayer,,,22706,22706,,32,1678,1,,,0,,,,,,,
1679,Greave Of Sigmar,,,22703,22703,,32,1679,1,,,0,,,,,,,
1680,Grace Of Sigmar,,,22703,22703,,32,1680,1,,,0,,,,,,,
1681,Fanaticism,,,22701,22701,,32,1681,1,,,0,,,,,,,
1682,Endless Guilt,,,22696,22696,,32,1682,1,,,0,,,,,,,
1683,Guilty Soul,,,22709,22709,,32,1683,1,,,0,,,,,,,
1684,,,,,,,,1684,,,,1,,,,,,,
1685,,,,,,,,1685,,,,1,,,,,,,
1686,,,,,,,,1686,,,,1,,,,,,,
1687,,,,,,,,1687,,,,1,,,,,,,
1688,,,,,,,,1688,,,,1,,,,,,,
1689,;Warrior Priest Morale,,,,,,,1689,,,,1,,,,,,,
1690,Divine Aegis,,,7949,7949,,75,1690,1,,,1,,,,,,,
1691,Divine Replenishment,,,7905,7905,,73,1691,1,,,1,,,,,,,
1692,Penance,,,7916,7916,,49,1692,1,,,1,,,,,,,
1693,,,,,,,,1693,,,,1,,,,,,,
1694,,,,,,,,1694,,,,1,,,,,,,
1695,;Warrior Priest Spec Morale,,,,,,,1695,,,,1,,,,,,,
1696,Gift Of Life,,,8042,8042,,99,1696,1,,,1,,,,,,,
1697,Avatar Of Sigmar,,,8043,8043,,99,1697,1,,,1,,,,,,,
1698,Divine Amazement,,,8044,8044,,99,1698,1,,,1,,,,,,,
1699,,,,,,,,1699,,,,1,,,,,,,
1700,,,,,,,,1700,,,,1,,,,,,,
;,;Chosen Abilities,,,,,,,;,,,,1,,,,,,,
1701,Throwing Axe,,,5251,5251,,23,1701,1,,,1,,,,,,,
1702,Enraged Blow,,,5168,5168,,40,1702,1,,,1,,,,,,,
1703,Dreadful Fear,,,5167,5167,,32,1703,1,,,1,,,,,,,
1704,Tooth Of Tzeentch,,,5175,5175,,35,1704,1,,,1,,,,,,,
1705,Corrupting Wrath,,,5179,5179,,32,1705,1,,,1,,,,,,,
1706,Cleave,,,5252,5252,,68,1706,1,,,1,,,,,,,
1707,Seeping Wound,,,5254,5254,,49,1707,1,,,1,,,,,,,
1708,Discordant Instability,,,5253,5253,,32,1708,1,,,1,,,,,,,
1709,Taunt,,,5169,5169,,74,1709,1,,,1,,,,,,,
1710,Ravage,,,5173,5173,,47,1710,1,,,1,,,,,,,
1711,Dizzying Blow,,,5184,5184,,40,1711,1,,,1,,,,,,,
1712,Guard,,,5172,5172,,75,1712,1,,,1,,,,,,,
1713,Hold The Line!,,,5143,5143,,75,1713,1,,,1,,,,,,,
1714,Dischordant Fluctuation,New Ability 7/1/08,,5152,5152,,32,1714,1,,,1,,,,,,,
1715,Withering Blow,,,5255,5255,,29,1715,1,,,1,,,,,,,
1716,Repel,,,5256,5256,,35,1716,1,,,1,,,,,,,
1717,Juggernaut,,,5176,5176,,70,1717,1,,,1,,,,,,,
1718,Tzeentch's Reflection,,,5269,5269,,75,1718,1,,,1,,,,,,,
1719,Corrupting Retribution,New Ability 7/1/08,,5178,5178,,32,1719,1,,,1,,,,,,,
1720,Challenge,,,5257,5257,,69,1720,1,,,1,,,,,,,
1721,Dreadful Agony,New Ability 7/1/08,,5212,5212,,32,1721,1,,,1,,,,,,,
1722,Suppression,,,5183,5183,,34,1722,1,,,1,,,,,,,
1723,Petrify,,,5182,5182,,70,1723,1,,,1,,,,,,,
1724,Bane Shield,,,5174,5174,,75,1724,1,,,1,,,,,,,
1725,Touch of Palsy,,,5217,5217,,75,1725,1,,,1,,,,,,,
1726,Sever Blessing,,,2497,2497,,47,1726,1,,,,,,,,,,
;,,,,,,,,;,,,,,,,,,,,
;,;Chosen Spec Abilities,,,,,,,;,,,,1,,,,,,,
1728,Dreadful Terror,,,5263,5263,,32,1728,1,,,1,,,,,,,
1729,Relentless ,,,5264,5264,,98,1729,1,,,1,,,,,,,
1730,Rending Blade,,,5186,5186,,33,1730,1,,,1,,,,,,,
1731,Corrupting Horror,,,5265,5265,,32,1731,1,,,1,,,,,,,
1732,Downfall,,,5177,5177,,47,1732,1,,,1,,,,,,,
1733,Oppression,,,5259,5259,,26,1733,1,,,1,,,,,,,
1734,Discordant Turbulence,,,5258,5258,,32,1734,1,,,1,,,,,,,
1735,Quake,,,5181,5181,,70,1735,1,,,1,,,,,,,
1736,Blast Wave,,,5266,5266,,76,1736,1,,,1,,,,,,,
1737,;Chosen Tactics,,,,,,,1737,,,,1,,,,,,,
1738,Chaotic Advantage,,,22708,22708,,32,1738,1,,,0,,,,,,,
1739,Flawless Armor,,,22702,22702,,32,1739,1,,,0,,,,,,,
1740,Quickened Discord,,,22694,22694,,32,1740,1,,,0,,,,,,,
1741,Critical Suppression,,,22709,22709,,32,1741,1,,,0,,,,,,,
1742,Piercing Repel,,,22708,22708,,32,1742,1,,,0,,,,,,,
1743,Baneful Shielding,,,22702,22702,,32,1743,1,,,0,,,,,,,
1744,Power from the Gods,,,22704,22704,,32,1744,1,,,0,,,,,,,
1745,Destined For Victory,,,22702,22702,,32,1745,1,,,0,,,,,,,
1746,;Chosen Spec Tactics,,,,,,,1746,,,,1,,,,,,,
1747,Feed on the Weary,,,22708,22708,,32,1747,1,,,0,,,,,,,
1748,Crippling Strikes,,,22701,22701,,32,1748,1,,,0,,,,,,,
1749,Oppressing Blows,,,22701,22701,,32,1749,1,,,0,,,,,,,
1750,Dire Shielding,,,22694,22694,,32,1750,1,,,0,,,,,,,
1751,Mixed Defenses,,,22702,22702,,32,1751,1,,,0,,,,,,,
1752,Hastened Dismissal,,,22709,22709,,32,1752,1,,,0,,,,,,,
1753,Siphoned Energy,,,22706,22706,,32,1753,1,,,0,,,,,,,
1754,Tainted Wound,,,22704,22704,,32,1754,1,,,0,,,,,,,
1755,Embrace The Winds,,,22706,22706,,32,1755,1,,,0,,,,,,,
;,;Chosen Morale,,,,,,,;,,,,1,,,,,,,
1756,Inevitable Changing,,,5210,5210,,29,1756,1,,,1,,,,,,,
1757,Tzeentch's Amplification,,,5213,5213,,73,1757,1,,,1,,,,,,,
1758,Sprout Carapace,,,5211,5211,,99,1758,1,,,1,,,,,,,
1759,,,,,,,,1759,,,,1,,,,,,,
1760,,,,,,,,1760,,,,1,,,,,,,
1761,;Chosen Spec Morale,,,,,,,1761,,,,1,,,,,,,
1762,Warping Embrace,,,5260,5260,,99,1762,1,,,1,,,,,,,
1763,Scaled Skin,,,5261,5261,,99,1763,1,,,1,,,,,,,
1764,Shatter Faith,,,5262,5262,,99,1764,1,,,1,,,,,,,
1765,,,,,,,,1765,,,,1,,,,,,,
1766,,,,,,,,1766,,,,1,,,,,,,
1767,,,,,,,,1767,,,,1,,,,,,,
1768,,,,,,,,1768,,,,1,,,,,,,
1769,,,,,,,,1769,,,,1,,,,,,,
1770,,,,,,,,1770,,,,1,,,,,,,
1771,,,,,,,,1771,,,,1,,,,,,,
1772,,,,,,,,1772,,,,1,,,,,,,
1773,,,,,,,,1773,,,,1,,,,,,,
1774,,,,,,,,1774,,,,1,,,,,,,
1775,,,,,,,,1775,,,,1,,,,,,,
;,;Marauder Abilities,,,,,,,;,,,,1,,,,,,,
1776,Flail,,,5187,5187,,96,1776,1,,,1,,,,,,,
1777,Throw Axe,,,5214,5214,,23,1777,1,,,1,,,,,,,
1778,Gift of Savagery,Claw mutation,,5189,5189,,32,1778,1,,,1,,,,,,,
1779,Rend,,,5190,5190,,35,1779,1,,,1,,,,,,,
1780,Debilitate,,,5191,5191,,28,1780,1,,,1,,,,,,,
1781,Mouth Of Tzeentch,,,5192,5192,,69,1781,1,,,1,,,,,,,
1782,Gift of Brutality,Blade Mutation,,5193,5193,,32,1782,1,,,1,,,,,,,
1783,Impale,,,5194,5194,,38,1783,1,,,1,,,,,,,
1784,Corruption,,,5209,5209,,75,1784,1,,,1,,,,,,,
1785,Tainted Claw,,,5216,5216,,40,1785,1,,,1,,,,,,,
1786,Wave Of Horror,,,5197,5197,,76,1786,1,,,1,,,,,,,
1787,Gift of Monstrosity,Club Mutation,,5198,5198,,32,1787,1,,,1,,,,,,,
1788,Touch of Rot,,,5195,5195,,34,1788,1,,,1,,,,,,,
1789,Death Grip,,,5200,5200,,68,1789,1,,,1,,,,,,,
1790,Convulsive Slashing,,,5201,5201,,98,1790,1,,,1,,,,,,,
1791,Touch of Instability,,,5202,5202,,49,1791,1,,,1,,,,,,,
1792,Mutating Release,,,5267,5267,,69,1792,1,,,1,,,,,,,
1793,Demolition,,,5199,5199,,33,1793,1,,,1,,,,,,,
1794,Terrible Embrace,switch to howl re: 58397,,5205,5205,,76,1794,1,,,1,,-1,,,,,
1795,Ferocious Assault,,,5171,5171,,76,1795,1,,,1,,,,,,,
1796,Mutated Energy,,,5220,5220,,69,1796,1,,,1,,,,,,,
1797,Pulverize,,,5218,5218,,47,1797,1,,,1,,,,,,,
1798,Gut Ripper,,,5219,5219,,40,1798,1,,,1,,,,,,,
1799,Gift of Release,Go Away Mutation,,5215,5215,,32,1799,1,,,1,,,,,,,
1800,;Marauder Spec Abilities,,,,,,,1800,,,,1,,,,,,,
1801,Wave of Mutilation,,,5221,5221,,70,1801,1,,,1,,,,,,,
1802,Cutting Claw,,,5196,5196,,35,1802,1,,,1,,,,,,,
1803,Draining Swipe,,,5222,5222,,39,1803,1,,,1,,,,,,,
1804,Guillotine,,,5223,5223,,29,1804,1,,,1,,,,,,,
1805,Mutated Aggressor,,,5224,5224,,69,1805,1,,,1,,,,,,,
1806,Wave of Terror,,,5225,5225,,76,1806,1,,,1,,,,,,,
1807,Concussive Jolt,,,5204,5204,,70,1807,1,,,1,,,,,,,
1808,Thunderous Blow,from elbow to DB 3-18,,5226,5226,,49,1808,1,,,1,,,,,,,
1809,Wrecking Ball,,,5227,5227,,33,1809,1,,,1,,,,,,,
,,,,,,,,0,,,,1,,,,,,,
;,;Marauder Tactics,,,,,,,;,,,,1,,,,,,,
1810,Subvert Strength,,,22708,22708,,32,1810,1,,,0,,,,,,,
1811,Brush Off,,,22702,22702,,32,1811,1,,,0,,,,,,,
1812,Rend Asunder,,,22694,22694,,32,1812,1,,,0,,,,,,,
1813,Deeply Impaled,,,22701,22701,,32,1813,1,,,0,,,,,,,
1814,Feeding On Fear,,,22696,22696,,32,1814,1,,,0,,,,,,,
1815,Unending Waves,,,22694,22694,,32,1815,1,,,0,,,,,,,
1816,Widespread Demolition,,,22704,22704,,32,1816,1,,,0,,,,,,,
1817,Piercing Bite,,,22698,22698,,32,1817,1,,,0,,,,,,,
1818,,,,,,,,1818,,,,1,,,,,,,
1819,;Marauder Spec Tactics,,,,,,,1819,,,,1,,,,,,,
1820,Scything Talons,,,22701,22701,,32,1820,1,,,0,,,,,,,
1821,Exhaustive Strikes,,,22708,22708,,32,1821,1,,,0,,,,,,,
1822,Deadly Clutch,,,22706,22706,,32,1822,1,,,0,,,,,,,
1823,Corrupted Edge,,,22701,22701,,32,1823,1,,,0,,,,,,,
1824,Growing Instability,,,22709,22709,,32,1824,1,,,0,,,,,,,
1825,Unstable Convulsions,,,22704,22704,,32,1825,1,,,0,,,,,,,
1826,Hulking Brute,,,22702,22702,,32,1826,1,,,0,,,,,,,
1827,Insane Whispers,,,22704,22704,,32,1827,1,,,0,,,,,,,
1828,Crushing Blows,,,22696,22696,,32,1828,1,,,0,,,,,,,
1829,,,,,,,,1829,,,,1,,,,,,,
;,;Marauder Morale,,,,,,,;,,,,1,,,,,,,
1831,Flames Of Fate,,,5206,5206,,49,1831,1,,,1,,,,,,,
1832,Great Fang,,,5207,5207,,49,1832,1,,,1,,,,,,,
1833,Tzeentch's Reversal,,,5228,5228,,76,1833,1,,,1,,,,,,,
1834,,,,,,,,1834,,,,1,,,,,,,
1835,;Marauder Spec Morale,,,,,,,1835,,,,1,,,,,,,
1836,Lashing Power,,,5229,5229,,73,1836,1,,,1,,,,,,,
1837,Forked Aggression,,,5230,5230,,73,1837,1,,,1,,,,,,,
1838,Energy Ripple,,,5208,5208,,73,1838,1,,,1,,,,,,,
1839,,,,,,,,1839,,,,1,,,,,,,
1840,,,,,,,,1840,,,,1,,,,,,,
1841,,,,,,,,1841,,,,1,,,,,,,
1842,,,,,,,,1842,,,,1,,,,,,,
1843,,,,,,,,1843,,,,1,,,,,,,
1844,,,,,,,,1844,,,,1,,,,,,,
1845,,,,,,,,1845,,,,1,,,,,,,
1846,,,,,,,,1846,,,,1,,,,,,,
1847,,,,,,,,1847,,,,1,,,,,,,
1848,,,,,,,,1848,,,,1,,,,,,,
1849,,,,,,,,1849,,,,1,,,,,,,
1850,,,,,,,,1850,,,,1,,,,,,,
;,;Tome Tactics,,,,,,,;,,,,1,,,,,,,
1861,Daemonic Wrath,,,22736,22736,,32,1861,1,,,1,,,,,,,
1862,Bestial Scent,,,22730,22730,,32,1862,1,,,1,,,,,,,
1863,Bestial Stamina,,,22718,22718,,32,1863,1,,,1,,,,,,,
1864,Giant Girth,,,22721,22721,,32,1864,1,,,1,,,,,,,
1865,Fungal Fetish,,,22729,22729,,32,1865,1,,,1,,,,,,,
1866,Chaotic Form,,,22725,22725,,32,1866,1,,,1,,,,,,,
1867,Mythical Marking,,,22725,22725,,32,1867,1,,,1,,,,,,,
1868,Manly Scheme,,,22731,22731,,32,1868,1,,,1,,,,,,,
1869,Queek Reek,,,22716,22716,,32,1869,1,,,1,,,,,,,
1870,Undead Chill,,,22718,22718,,32,1870,1,,,1,,,,,,,
;,,,,,,,,;,,,,1,,,,,,,
1871,Repeater Xbow Bolt DE1,,,4527,4527,,72,1871,1,,,1,,,,,,,
;,,,,,,,,;,,,,1,,,,,,,
1872,Main Hand Weap,,,5108,5108,,29,1872,1,,,1,,,,,,,
1873,Off Hand Weap,,,5108,5108,,29,1873,1,,,1,,,,,,,
1874,Both Hand Weap,,,5108,5108,,29,1874,1,,,1,,,,,,,
1875,Tags on Main (Both have fx trails),,,5108,5108,,49,1875,1,,,1,,,,,,,
1876,Tags on Off (Both have fx trails),,,5108,5108,,74,1876,1,,,1,,,,,,,
;,;Mon Abilities for DE Start - production??,,,,,,99,;,1,,,1,,,,,,,
1877,Black Fire Breath,,,5108,5108,,71,1877,1,,,1,,,,,,,
1878,Black Fireball (Small),,,5108,5108,,69,1878,1,,,1,,,,,,,
1879,Black Fireball (AOE),,,5108,5108,,72,1879,1,,,1,,,,,,,
1880,Sun Fire Breath,,,5108,5108,,71,1880,1,,,1,,,,,,,
1881,Sun Fireball (Small),,,5108,5108,,69,1881,1,,,1,,,,,,,
1882,Sun Fireball (AOE),,,5108,5108,,72,1882,1,,,1,,,,,,,
1883,Bite Single Target,,,5108,5108,,67,1883,1,,,1,,,,,,,
1884,Multi Target Claw Swipe,,,5108,5108,,68,1884,1,,,1,,,,,,,
1885,Stomp ,,,5108,5108,,70,1885,1,,,1,,,,,,,
;,;Abilities for Ellisa designed: 9/14,,,,,,,;,,,,1,,,,,,,
1886,Grasp of the Dead ,,,5108,5108,,73,1886,1,,,1,,,,,,,
1887,Gut Ripper ,,,5108,5108,,40,1887,1,,,1,,,,,,,
1888,Raven’s Bite ,,,5108,5108,,72,1888,1,,,1,,,,,,,
1889,Storm of Ravens ,,,5108,5108,,71,1889,1,,,1,,,,,,,
;,;/end,,,,,,,;,,,,1,,,,,,,
1890,Monster Fireball on Fury,,,7929,7929,,75,1890,1,,,1,,,,,,,
;,Monster Test Abilities,,,,,,,;,,,,1,,,,,,,
1891,,,,,,,,1891,,,,1,,,,,,,
1892,,,,,,,,1892,,,,1,,,,,,,
1893,,,,,,,,1893,,,,1,,,,,,,
1894,,,,,,,,1894,,,,1,,,,,,,
1895,,,,,,,,1895,,,,1,,,,,,,
1896,,,,,,,,1896,,,,1,,,,,,,
1897,Duration Stationary Cloud - VFX,,,5130,5130,0,69,1897,1,,,1,,,,,,,
1898,Duration Pulsing AOE - VFX,,,5130,5130,0,69,1898,1,,,1,,,,,,,
1899,Duration ST - VFX,,,5130,5130,0,69,1899,1,,,1,,,,,,,
;,Monster and Animtest stuff,,,,,,,;,,,,1,,,,,,,
1900,Melee Auto Attack 1,A basic melee attack.,,1,1,25,67,1900,1,,,1,,,,,,,
1901,Melee Auto Attack 2,A basic melee attack.,,1,1,25,68,1901,1,,,1,,,,,,,
1902,Gun Auto Attack 1,A basic bow attack.,,1,1,25,67,1902,1,,,1,,,,,,,
1903,Gun Auto Attack 2,A basic bow attack.,,1,1,25,67,1903,1,,,1,,,,,,,
1904,Bow Auto Attack 1,A basic gun attack.,,1,1,25,67,1904,1,,,1,,,,,,,
1905,Bow Auto Attack 2,A basic gun attack.,,1,1,25,67,1905,1,,,1,,,,,,,
1906,Bomb Explode Monster Ability,,,,,,68,1906,1,,,1,,,,,,,
1907,Bomb (Coil),,,,,,67,1907,1,,,1,,,,,,,
1908,AE Knockdown - Explosion,,,0,0,0,73,1908,1,,,1,,,,,,,
1909,,,,,,,,1909,,,,1,,,,,,,
;,;RvR Abilities,,,,,,,;,,,,1,,,,,,,
1910,Coin Buff,,,5128,5128,,99,1910,1,,,1,,,,,,,
1911,Tradeskill Buff,,,5128,5128,,99,1911,1,,,1,,,,,,,
1912,Defense Buff,,,5128,5128,,99,1912,1,,,1,,,,,,,
1913,Healing Buff,,,5128,5128,,99,1913,1,,,1,,,,,,,
1914,Khaine's Wrath,,,0,0,,32,1914,1,,,1,,,,,,,
1915,Big 5,,,0,0,,99,1915,1,,,1,,,,,,,
1916,Aerial Assault (Magic),,,0,0,,72,1916,1,,,1,,,,,,,
1917,Victory Cry,,,5128,5128,,99,1917,1,,,1,,,,,,,
1918,Aerial Assault,,,0,0,,67,1918,1,,,1,,,,,,,
1919,Guard Dog Assault,,,0,0,,99,1919,1,,,1,,,,,,,
1920,City Damage,,,0,0,,99,1920,1,,,1,,,,,,,
1921,City Heal,,,0,0,,99,1921,1,,,1,,,,,,,
1922,City Resists,,,0,0,,99,1922,1,,,1,,,,,,,
1923,The Will Of Chaos,,,5134,5134,,99,1923,1,,,1,,,,,,,
1924,The Blessing Of Sigmar,,,7905,7905,,99,1924,1,,,1,,,,,,,
1925,Will Of Khaine ,,,5128,5128,,99,1925,1,,,1,,,,,,,
1926,Brimstone Bauble,,,7913,7913,,99,1926,1,,,1,,,,,,,
1927,Falling Rocks,,,7913,7913,,99,1927,1,,,1,,,,,,,
1928,Fireball  HH dmg W/ 360u Knockback,,,7933,7933,,72,1928,1,,,1,,,,,,,
1929,Boulder,,,5130,5130,,71,1929,1,,,1,,,,,,,
;,;SIEGE ABILITIES,,,,,,,;,,,,1,,,,,,,
1930,Boiling Oil, High Elf Boiling Oil,,7933,7933,,72,1930,1,,,1,,,,,,,
1931,Siege Ram, High Elf Siege Ram,,7933,7933,,72,1931,1,,,1,,,,,,,
1932,Ballista, High Elf Ballistae,,7933,7933,,72,1932,1,,,1,,,,,,,
1933,Repeater Bolt Thrower, High Elf Cannon,,7933,7933,,72,1933,1,,,1,,,,,,,
1934,,,,,,,,1934,,,,1,,,,,,,
1935, High Elf Catapault,Not used anymore,,7933,7933,,72,1935,1,,,1,,,,,,,
1936,Devotion,Increase dmg done,,5116,5116,,99,1936,1,,,1,,,,,,,
1937,Dynamo,AP & HoT,,5116,5116,,99,1937,1,,,1,,,,,,,
1938,Hardened,Armor/resist buff,,5116,5116,,99,1938,1,,,1,,,,,,,
1939,Fireball,Chaos/DE guard casters,,5116,5116,,99,1939,1,,,1,,,,,,,
1940,Shot,Empire/D guard shooters,,5116,5116,,99,1940,1,,,1,,,,,,,
1941,Arrow,HE/GS guard archers,,5116,5116,,99,1941,1,,,1,,,,,,,
1942,Bolster,Level-increasing buff,,2456,2456,,32,1942,1,,,,,,,,,,
1943,Field of Glory,XP boost against players,,2456,2456,,32,1943,1,,,1,,,,,,,
1944,City Buff Rank 2,,,5116,5116,,99,1944,1,,,1,,,,,,,
1945,City Buff Rank 3,,,5116,5116,,99,1945,1,,,1,,,,,,,
1946,City Buff Rank 4,,,5116,5116,,99,1946,1,,,1,,,,,,,
1947,City Buff Rank 5,,,5116,5116,,99,1947,1,,,1,,,,,,,
1948,Order Victory Cry Screen Shake,,,5128,5128,,99,1948,1,,,1,,,,,,,
1949,Destruction Victory Cry Screen Shake,,,5128,5128,,99,1949,1,,,1,,,,,,,
;,jerO Animtest Abils,,,,,,,;,,,,1,,,,,,,
1950,AnimTest_Auto1,insta,Horizontal Oneshot,,,,67,1950,1,,,1,,,,,,,
1951,AnimTest_Auto2,insta,Vertical Oneshot,,,,68,1951,1,,,1,,,,,,,
1952,AnimTest_Shout,3s channel,Shout/Spit/Vomit,,,,69,1952,1,,,1,,,,,,,
1953,AnimTest_Stomp,3s channel,Stomp/'Eadbutt/Buff,,,,70,1953,1,,,1,,,,,,,
1954,AnimTest_Brandish,3s channel,Buff,,,,73,1954,1,,,1,,,,,,,
1955,AnimTest_Beckon,3s channel,Taunt,,,,74,1955,1,,,1,,,,,,,
1956,AnimTest_Halt,3s channel,,,,,75,1956,1,,,1,,,,,*ability trigger 1950,,
1957,AnimTest_S,3s channel,Class/Grip-AOE Buff/Melee/Dmg,,,,71,1957,1,,,1,,1,,,*ability trigger 1951,,
1958,AnimTest_T,3s channel,Class/Grip-Targeted Buff/Melee/Dmg,,,,72,1958,1,,,1,,1,,,*ability trigger 1952,,
1959,4-hit-combo,,Kata2+ender test,,,,97,1959,1,,,1,,,,,*ability trigger 1953,,
1960,AC,insta,,,,,29,1960,1,,,1,,,,,*ability trigger 1954,,
1961,CD,insta,,,,,40,1961,1,,,1,,,,,*ability trigger 1955,,
1962,DB,insta,,,,,49,1962,1,,,1,,,,,*ability trigger 1956,,
1963,BA,insta,,,,,34,1963,1,,,1,,,,,*ability trigger 1957,,
1964,AB,insta,,,,,28,1964,1,,,1,,,,,*ability trigger 1958,,
1965,BD,insta,,,,,35,1965,1,,,1,,,,,*ability trigger 1959,,
1966,DC,insta,,,,,48,1966,1,,,1,,,,,*ability trigger 1960,,
