Effect,Effect,Effect,Effect,Effect,Effect,Track,Track,Track,unused,Projectile,Camera,Root,Projectile,Turn Off,Always,Draw,Realm,Persist,,,,,,,,,,
1280,vfx_Mutation_Splat,1199,Bip01 L Forearm,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
1281,EM_Resurrection,1200,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1282,AOE_EM_GroupHeal,1201,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1283,AOE_EM_Regen,1202,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1284,BUILD_EM_HEAL_Buildup_Body,1203,root,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1285,BUILD_EM_HEAL_HammerGlow,1204,spell,-1,100,1,0,1,,,,1,,,,,,,,,,,,,,,,
1286,EM_Heal_Low,1205,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1287,EM_Heal_Med,1206,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1288,ATK_FlameImpact_Blue,1207,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1289,ATK_EM_FieryBlast,1208,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
1290,ATK_EM_PyroClasticSurge,1209,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
1291,DoT_EM_Boiling,1210,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1292,ATK_EM_ChokingSmoke,1211,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1293,BUFF_EM_ShieldofAqshy,1212,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1294,vfx_CONE_EM_firebreath,1213,fx_mouth,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1295,vfx_Weapontrail_quick,1214,WT,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1296,Prop_dw_mug,1215,fx_offhand,-1,100,1,1,0,,,,,,,,,,,,,,,,,,,,
1297,vfx_Weapontrail_quick,1214,WT,0,100,1,0,0,,,,2,,,,,,,,,,,,,,,,
1298,CH_Heal_High,1216,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1299,CH_AOE_Heal,1217,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1300,CH_Heal_Regen,1218,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1301,CH_Heal_Low,1219,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1302,BUFF_EM_Purify,1220,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1303,BUFF_ShieldofFaith,1221,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1304,BUFF_ShieldofFaith_Impact,1222,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1305,PtoP_CH_DarkLightning_01,1223,fx_offhand,0,100,1,0,0,,8,,,2,,,,,,,,,,,,,,,
1306,PtoP_CH_DarkLightning_02,1223,fx_offhand,0,100,1,0,0,,6,,,2,,,,,,,,,,,,,,,
1307,PtoP_CH_DarkLightning_03,1223,fx_offhand,0,100,1,0,0,,11,,,2,,,,,,,,,,,,,,,
1308,FIG_DeBUFF_Rot,1224,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1309,FIG_Cast_ROT,1225,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1310,FIG_Cast_Draining,1226,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1311,FIG_DeBUFF_Draining,1227,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1312,FIG_Cast_Palsy,1228,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1313,FIG_DeBUFF_Palsy,1229,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1314,FIG_Cast_Instability,1230,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1315,FIG_DeBUFF_Instability,1231,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1316,AOE_EM_PrayerRighteousness,1232,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1317,AOE_EM_PrayerAbsolution,1233,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1318,AOE_EM_PrayerDevotion,1234,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1319,BUFF_EM_PrayerAbsolution,1235,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1320,AOE_CH_RiteGroundDust_UP,1236,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
1321,AOE_CH_RitePulse_Red,1237,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
1322,AOE_CH_RitePulse_Blue,1238,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
1323,CAST_LOOP_CH_RiteStone_Blue,1239,root,-1,100,0,0,0,,,,,,,,,,,,,,,,,,,,
1324,CAST_LOOP_CH_RiteStone_Red,1240,root,-1,100,0,0,0,,,,,,,,,,,,,,,,,,,,
1325,Impact_CH_Blunt,1241,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1326,Impact_CH_Blunt_Small,1242,fx_head,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1327,FIG_CH_Warping,1243,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1328,DBUF_CH_Electrify,1244,fx_torso_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1329,Impact_CH_Green,1245,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1330,Impact_CH_Blue,1246,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1331,CAST_LOOP_BWStaff,1247,spell,-1,100,1,1,0,,,,2,,,,,,,,,,,,,,,,
1332,ATK_EM_Nova,1248,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1333,DBUF_CH_Dispel,1249,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1334,Buff_Remove_Effect,1250,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1335,IMPACT_CH_Electrical,1251,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1336,DeBUFF_DE_Parry_Block,1252,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1337,ATK_CH_TzeetchLash,1253,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
1338,ATK_CH_StormRavens,1254,root,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1339,BUFF_EM_Repent,1255,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1340,CAST_EM_Sigmar'sFist,1256,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1341,CONE_EM_Smite,1257,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1342,BUILD_EM_ChargeWeapon,1258,spell,-1,100,1,0,0,,,,1,,,,,,,,,,,,,,,,
1343,CAST_EM_WeightofGuilt,1259,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1344,IMPACT_EM_WeightofGuilt,1260,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1345,vfx_WeaponTrail_EM_WeightofGuilt,1261,WT,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1346,vfx_WeaponTrail_EM_Smite,1262,WT,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1347,IMPACT_EM_BluntBleed,1263,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1348,IMPACT_EM_Bludgeon,1264,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1349,vfx_WeaponTrail_EM_Bludgeon,1265,WT,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1350,vfx_WeaponTrail_EM_DivineStrike,1266,WT,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1351,IMPACT_EM_DivineStrike,1267,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1352,CAST_EM_DivineShock,1268,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1353,CONE_CH_BreathofTzeentch,1269,fx_mouth,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1354,DBUF_CH_APDebuff,1270,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1355,DEBUF_CH_MirrorofMadness,1271,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1356,BUFF_SigmarsShield,1272,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1357,CAST_EM_HamerofSig_impactL,1273,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1358,CAST_EM_HamerofSig_impactS,1274,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1359,CAST_EM_HammerofSigmarL,1275,spell,0,100,1,1,0,,,,1,,,,,,,,,,,,,,,,
1360,CAST_EM_HammerofSigmarS,1276,spell,0,100,1,1,0,,,,1,,,,,,,,,,,,,,,,
1361,vfx_Buff_CH_01,1277,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1362,vfx_Impact_CH_Chaos01,1278,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1363,vfx_Impact_CH_Chaos02,1279,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1364,vfx_Impact_CH_Chaos03,1280,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1365,vfx_Impact_CH_Chaos04,1281,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1366,vfx_Impact_CH_Chaos05,1282,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1367,vfx_Impact_CH_Chaos06,1283,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1368,vfx_Impact_CH_Chaos07,1284,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1369,vfx_Impact_CH_Chaos08,1285,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1370,vfx_AOE_Chaos01,1286,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1371,vfx_AOE_Chaos02,1287,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1372,vfx_AOE_Chaos03,1288,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1373,vfx_AOE_Chaos04,1289,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1374,IMPACT_EM_SigmarsFist,1290,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1375,vfx_Weapontrail_quick_Red,1291,WT,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1376,Impact_CH_Throat,1292,fx_head,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1377,IMPACT_EM_SigmarsShield,1293,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1378,vfx_Weapontrail_quick_Red,1291,WT,0,100,1,0,0,,,,2,,,,,,,,,,,,,,,,
1379,UI_TargetingArrow_Blue,1294,root,0,100,1,0,0,,,,,,,1,,,,,,,,,,,,,
1380,UI_TargetingArrow_Green,1295,root,0,100,1,0,0,,,,,,,1,,,,,,,,,,,,,
1381,UI_TargetingArrow_Red,1296,root,0,100,1,0,0,,,,,,,1,,,,,,,,,,,,,
1382,UI_TargetingArrow_Yellow,1297,root,0,100,1,0,0,,,,,,,1,,,,,,,,,,,,,
1383,BUILD_CH_ZelCastingRing,1298,root,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1384,CH_CAST_MarkActivate,1299,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1385,vfx_PtoP_CH_DEnergy01,1300,fx_offhand,-1,100,1,0,0,,11,,,,,,,,,,,,,,,,,,
1386,vfx_PtoP_CH_DEnergy01_Impact,1301,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1387,vfx_PtoP_CH_DEnergy01_Impact2,1302,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1388,vfx_DeBUFF_Palsy_Foot,1303,fx_foot_R,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1389,vfx_DeBUFF_Palsy_Foot,1303,fx_foot_L,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1390,DeBUFF_EM_AbsenceofFaith,1304,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1391,Impact_MutClaw_Spark,1305,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1392,FIG_Cast_Taint,1306,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1393,FIG_DeBUFF_Taint,1307,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1394,FIG_DeBUFF_Rot_P2,1308,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1395,Impact_MutClaw_Swipe,1309,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1396,IMPACT_EM_VowofSilence,1310,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1397,BUFF_EM_VowofSilence,1311,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1398,AOE_EM_SoulFire,1312,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
1399,BUFF_EM_SigmarsGrace,1313,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1400,CAST_EM_SigmarsGrace,1314,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1401,DeBUFF_EM_Purge,1315,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1402,BUFF_EM_ParryIncrease,1316,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1403,BUFF_EM_Incognito,1317,root,-1,100,1,0,0,,,,,,,1,,,,,,,,,,,,,
1404,CAST_EM_Incognito,1318,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1405,Impact_CH_Taint,1319,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1406,DE_AOE_Mutla,1320,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1407,BUFF_WH_BlessedWeapon03,1321,fx_offhand,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
1408,vfx_BUFF_EM_SnareBreak,1322,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1409,CAST_EM_SigmarsVision,1323,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1410,DBUF_FIG_BurnArmor,1324,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1411,BUILD_CH_Taint,1325,fx_mainhand,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1412,BUILD_CH_Palsy,1326,fx_mainhand,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1413,BUILD_CH_Electric,1327,fx_mainhand,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1414,BUILD_CH_Corrupt,1328,fx_mainhand,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1415,BUILD_CH_Rot,1329,fx_mainhand,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1416,UI_TargetingArrow_Grey,1330,root,-1,100,1,0,0,,,,,,,1,,,,,,,,,,,,,
1417,IMPACT_EM_Confess,1331,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1418,Impact_CH_Cleave,1332,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1419,CAST_CH_AoTerror,1333,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
1420,DeBUFF_CH_AoTerror,1334,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1421,BUFF_Loop_CH_AoTerror,1335,fx_torso_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1422,IMPACT_CH_AoTerror_dmg,1336,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1423,CAST_CH_AoWrath,1337,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1424,DeBUFF_CH_AoWrath,1338,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1425,BUFF_Loop_CH_AoWrath,1339,fx_torso_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1426,IMPACT_CH_AoWrath_dmg,1340,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1427,CAST_CH_AoInstability,1341,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1428,DeBUFF_CH_AoInstability,1342,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1429,BUFF_Loop_CH_AoInstability,1343,root,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1430,IMPACT_CH_AoInstability_proc,1344,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1431,IMPACT_CH_AoInstability_dmg,1345,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1432,CAST_CH_AoFear,1346,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
1433,DeBUFF_CH_AoFear,1347,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1434,BUFF_Loop_CH_AoFear,1348,fx_torso_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1435,CAST_CH_AoRepulsion,1349,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1436,DeBuff_CH_AoRepulsion,1350,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1437,BUFF_Loop_CH_AoRepulsion,1351,fx_torso_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1438,CAST_CH_AoWithering,1352,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1439,DeBUFF_CH_AoWithering,1353,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1440,BUFF_Loop_CH_AoWithering,1354,root,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1441,IMPACT_EM_Electrical,1355,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1442,IMPACT_EM_Slash,1356,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1443,DBUF_EM_Healdown,1357,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1444,vfx_Weapontrail_CH_RedPur,1358,WT,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1445,vfx_Weapontrail_CH_BluPur,1359,WT,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1446,vfx_Weapontrail_CH_BluYel,1360,WT,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1447,Impact_CH_Chosen01,1361,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1448,IMPACT_EM_Powdershot,1362,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1449,DEBUF_LOOP_EM_PowdershotStatus,1363,fx_torso_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1450,Impact_CH_Chosen02,1364,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1451,IMPACT_Em_Low Slash,1365,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1452,IMPACT_EM_BackBloodspurt,1366,fx_torso_NA,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
1453,Impact_CH_Ravage,1367,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1454,Impact_CH_Seeping,1368,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1455,Build_CH_Ravage,1369,spell,-1,100,1,0,0,,,,1,,,,,,,,,,,,,,,,
1456,IMPACT_WH_Pierce Impact_02,1370,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1457,Aura_CH_Chosen01,1371,fx_ground,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1458,vfx_Weapontrail_WHOrange,1372,WT,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
1459,PROP_EM_Torch,1373,fx_offhand,-1,100,1,1,0,,,,,,,1,,,,,,,,,,,,,
1460,IMPACT_EM_DragonGun,1374,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1461,Aura_CH_Petrify01,1375,root,0,100,0,0,0,,,2,,,,,,,,,,,,,,,,,
1462,BUFF_Shield_Reflection,1376,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1463,BUFF_CH_Strength01     (fig),1377,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1464,DeBUFF_CH_Strength01     (fig),1378,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1465,Impact_CH_Relentless01,1379,fx_torso_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
1466,Impact_CH_Magic01,1380,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1467,AOE_LOOP_EM_Annihalate,1381,root,-1,100,0,0,0,,,,,,,,,,,,,,,,,,,,
1468,CAST_AOE_EM_Annihalate,1382,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
1469,Impact_CH_RendWave01,1383,fx_torso_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
1470,AOE_LOOP_EM_AnnihalateParticles,1384,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
1471,block_CH_Oppress01,1385,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1472,ATK_EM_BurnHeretic,1386,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1473,animtags_Activate ,1387,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1474,animtags_Build ,1388,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1475,animtags_channel ,1389,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1476,animtags_Fire_Main ,1390,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1477,animtags_Fire_Off ,1391,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1478,animtags_Firehit_off ,1392,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1479,animtags_Hit_Main ,1393,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1480,animtags_Hit_Off ,1394,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1481,animtags_Trail_Main ,1395,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1482,animtags_Trail_Off ,1396,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1483,DBUF_GEN_Disarm_Mainhand,1397,fx_mainhand,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1484,DBUF_GEN_Disarm_Offhand,1397,fx_offhand,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1485,BUFF_CH_ParryUp,1398,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1486,block_CH_spell01,1399,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1487,Impact_CH_RendingB,1400,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1488,vfx_Weapontrail_WHOrange,1372,WT,0,100,1,1,0,,,,2,,,,,,,,,,,,,,,,
1489,GEN_Smolder,1401,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1490,ATK_EM_FireballBarrage,1402,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1491,ATK_Chosen_Quake_BlueFlash,1403,root,0,100,0,0,0,,,2,,,,,,,,,,,,,,,,,
1492,IMPACT_CH_AoWrath_dmg,1404,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1493,BLOCK_CH_AoWrath,1405,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1494,AOE_CH_Shield01,1406,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1495,STAMP_CH_AoTerror,1407,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
1496,STAMP_CH_AoFear,1408,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
1497,PROJ_mek_Hbthrower01,1409,fx_muzzle,0,100,0,0,0,,11,,,,,,,,,,,,,,,,,,
1498,LOOP_BUFF_Cauldron,1410,fx_torso_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1499,GEN_Torchlight_Ground,1411,spell,-1,100,1,0,0,,,,1,,,,,,,,,,,,,,,,
1500,FIG_Impact_Cold,1412,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1501,CONE_ColdBreath,1413,fx_mouth,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1502,LOOP_Crystal_Sparkles,1414,fx_torso_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1503,AOE_WAVE_Cauldron,1415,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
1504,PROP_juggle_sticks,1416,root,0,100,1,0,0,,,,,,,1,,,,,,,,,,,,,
1505,Cast_HE_Staff_Lightning,1417,spell,0,100,1,0,0,,,,2,,,,,,,,,,,,,,,,
1506,BUFF_HE_HealUP,1418,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1507,BUFF_HE_Block,1419,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1508,AOE_HE_WrathofHoeth,1420,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1509,BUF_HE_APBuff,1421,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1510,DBUF_HE_MoralLoss,1422,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1511,AOE_CAST_HE_Lightning,1423,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1512,AOE_HE_Lightning_loop,1424,fx_torso_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1513,AOE_HE_BlurringShock,1425,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1514,PtoP_HE_Gaze_pt1,1426,Bone_L_Eye,0,100,1,0,0,,11,,,,,,,,,,,,,,,,,,
1515,PtoP_HE_Gaze_pt2,1427,Bone_R_Eye,0,100,1,0,0,,11,,,,,,,,,,,,,,,,,,
1516,MISC_SkinningFlies,1428,chest,-1,100,1,-1,0,,,,,,,1,,,,,,,,,,,,,
1517,Cast_HE_EyeFlash,1429,fx_head,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1518,AOE_DE_Shades,1430,root,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1519,HE_Float_Twinkels,1431,fx_mainhand,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1520,PROJ_TrollRock01,1432,fx_mainhand,0,100,0,0,1,,1,,,,,,,,,,,,,,,,,,
1521,DBUF_DE_Healdown,1433,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1522,BUFF_DE_Strength01,1434,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1523,vfx_Weapontrail_DElfDagger_Green,1435,WT,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
1524,vfx_Weapontrail_DElfDagger_Plague,1436,WT,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
